Unseperated,principalnaicscode,principalnaicscodeText,principalNAICS2DigitCode,principalNAICS3DigitCode,PDTcategory,PDTSsplit2DigitCode,PDTSsplit3DigitCode
444210: OUTDOOR POWER EQUIPMENT STORES,444210,OUTDOOR POWER EQUIPMENT STORES,44,444,Construction and Renovation,1,0
"444220: NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",444220,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",44,444,Construction and Renovation,1,0
445110: SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,445110,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,NULL,NULL,NULL,NULL,NULL
445120: CONVENIENCE STORES,445120,CONVENIENCE STORES,NULL,NULL,NULL,NULL,NULL
445210: MEAT MARKETS,445210,MEAT MARKETS,NULL,NULL,NULL,NULL,NULL
445220: FISH AND SEAFOOD MARKETS,445220,FISH AND SEAFOOD MARKETS,44,445,Food and Beverages,1,0
445230: FRUIT AND VEGETABLE MARKETS,445230,FRUIT AND VEGETABLE MARKETS,NULL,NULL,NULL,NULL,NULL
445291: BAKED GOODS STORES,445291,BAKED GOODS STORES,NULL,NULL,NULL,NULL,NULL
445292: CONFECTIONERY AND NUT STORES,445292,CONFECTIONERY AND NUT STORES,NULL,NULL,NULL,NULL,NULL
445299: ALL OTHER SPECIALTY FOOD STORES,445299,ALL OTHER SPECIALTY FOOD STORES,44,445,Food and Beverages,1,0
"445310: BEER, WINE, AND LIQUOR STORES",445310,"BEER, WINE, AND LIQUOR STORES",NULL,NULL,NULL,NULL,NULL
446110: PHARMACIES AND DRUG STORES,446110,PHARMACIES AND DRUG STORES,NULL,NULL,NULL,NULL,NULL
"446120: COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",446120,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",44,446,"Health, Medicine and Recreation",1,0
446130: OPTICAL GOODS STORES,446130,OPTICAL GOODS STORES,NULL,NULL,NULL,NULL,NULL
446191: FOOD (HEALTH) SUPPLEMENT STORES,446191,FOOD (HEALTH) SUPPLEMENT STORES,NULL,NULL,NULL,NULL,NULL
446199: ALL OTHER HEALTH AND PERSONAL CARE STORES,446199,ALL OTHER HEALTH AND PERSONAL CARE STORES,44,446,"Health, Medicine and Recreation",1,0
44711: GASOLINE STATIONS WITH CONVENIENCE STORES,44711,GASOLINE STATIONS WITH CONVENIENCE STORES,NULL,NULL,NULL,NULL,NULL
447110: GASOLINE STATIONS WITH CONVENIENCE STORES,447110,GASOLINE STATIONS WITH CONVENIENCE STORES,NULL,NULL,NULL,NULL,NULL
447190: OTHER GASOLINE STATIONS,447190,OTHER GASOLINE STATIONS,44,447,"Transportation, Logistics and Courier Services",1,0
448110: MEN'S CLOTHING STORES,448110,MEN'S CLOTHING STORES,44,448,Handicrafts and Artisans,1,0
448120: WOMEN'S CLOTHING STORES,448120,WOMEN'S CLOTHING STORES,NULL,NULL,NULL,NULL,NULL
448130: CHILDREN'S AND INFANTS' CLOTHING STORES,448130,CHILDREN'S AND INFANTS' CLOTHING STORES,NULL,NULL,NULL,NULL,NULL
448140: FAMILY CLOTHING STORES,448140,FAMILY CLOTHING STORES,44,448,Handicrafts and Artisans,1,0
448150: CLOTHING ACCESSORIES STORES,448150,CLOTHING ACCESSORIES STORES,44,448,Handicrafts and Artisans,1,0
448190: OTHER CLOTHING STORES,448190,OTHER CLOTHING STORES,44,448,Handicrafts and Artisans,1,0
448210: SHOE STORES,448210,SHOE STORES,NULL,NULL,NULL,NULL,NULL
448310: JEWELRY STORES,448310,JEWELRY STORES,44,448,Handicrafts and Artisans,1,0
448320: LUGGAGE AND LEATHER GOODS STORES,448320,LUGGAGE AND LEATHER GOODS STORES,44,448,Handicrafts and Artisans,1,0
451110: SPORTING GOODS STORES,451110,SPORTING GOODS STORES,45,451,"Health, Medicine and Recreation",1,0
"451120: HOBBY, TOY, AND GAME STORES",451120,"HOBBY, TOY, AND GAME STORES",45,451,"Health, Medicine and Recreation",1,0
"451130: SEWING, NEEDLEWORK, AND PIECE GOODS STORES",451130,"SEWING, NEEDLEWORK, AND PIECE GOODS STORES",45,451,Handicrafts and Artisans,1,0
451140: MUSICAL INSTRUMENT AND SUPPLIES STORES,451140,MUSICAL INSTRUMENT AND SUPPLIES STORES,45,451,"Health, Medicine and Recreation",1,0
451211: BOOK STORES,451211,BOOK STORES,45,451,Printing and Copying,1,0
451212: NEWS DEALERS AND NEWSSTANDS,451212,NEWS DEALERS AND NEWSSTANDS,NULL,NULL,NULL,NULL,NULL
"451220: PRERECORDED TAPE, COMPACT DISC, AND RECORD STORES",451220,"PRERECORDED TAPE, COMPACT DISC, AND RECORD STORES",45,451,"Health, Medicine and Recreation",1,0
452110: DEPARTMENT STORES,452110,DEPARTMENT STORES,NULL,NULL,NULL,NULL,NULL
452111: DEPARTMENT STORES (EXCEPT DISCOUNT DEPARTMENT STORES),452111,DEPARTMENT STORES (EXCEPT DISCOUNT DEPARTMENT STORES),45,452,Home Essentials,1,0
452112: DISCOUNT DEPARTMENT STORES,452112,DISCOUNT DEPARTMENT STORES,NULL,NULL,NULL,NULL,NULL
452910: WAREHOUSE CLUBS AND SUPERCENTERS,452910,WAREHOUSE CLUBS AND SUPERCENTERS,NULL,NULL,NULL,NULL,NULL
452990: ALL OTHER GENERAL MERCHANDISE STORES,452990,ALL OTHER GENERAL MERCHANDISE STORES,45,452,Home Essentials,1,0
453110: FLORISTS,453110,FLORISTS,45,453,Handicrafts and Artisans,1,1
45321: OFFICE SUPPLIES AND STATIONERY STORES,45321,OFFICE SUPPLIES AND STATIONERY STORES,NULL,NULL,NULL,NULL,NULL
453210: OFFICE SUPPLIES AND STATIONERY STORES,453210,OFFICE SUPPLIES AND STATIONERY STORES,45,453,"Office Furniture, Equipment and Supplies",1,1
"453220: GIFT, NOVELTY, AND SOUVENIR STORES",453220,"GIFT, NOVELTY, AND SOUVENIR STORES",45,453,Handicrafts and Artisans,1,1
453310: USED MERCHANDISE STORES,453310,USED MERCHANDISE STORES,NULL,NULL,NULL,NULL,NULL
453910: PET AND PET SUPPLIES STORES,453910,PET AND PET SUPPLIES STORES,45,453,Handicrafts and Artisans,1,1
453920: ART DEALERS,453920,ART DEALERS,45,453,Handicrafts and Artisans,1,1
45393: MANUFACTURED (MOBILE) HOME DEALERS,45393,MANUFACTURED (MOBILE) HOME DEALERS,NULL,NULL,NULL,NULL,NULL
453930: MANUFACTURED (MOBILE) HOME DEALERS,453930,MANUFACTURED (MOBILE) HOME DEALERS,NULL,NULL,NULL,NULL,NULL
453991: TOBACCO STORES,453991,TOBACCO STORES,NULL,NULL,NULL,NULL,NULL
453998: ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),453998,ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),45,453,Handicrafts and Artisans,1,1
454110: ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,454110,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,NULL,NULL,NULL,NULL,NULL
454111: ELECTRONIC SHOPPING,454111,ELECTRONIC SHOPPING,45,454,Handicrafts and Artisans,1,0
454112: ELECTRONIC AUCTIONS,454112,ELECTRONIC AUCTIONS,45,454,Handicrafts and Artisans,1,0
454113: MAIL-ORDER HOUSES,454113,MAIL-ORDER HOUSES,45,454,Handicrafts and Artisans,1,0
454210: VENDING MACHINE OPERATORS,454210,VENDING MACHINE OPERATORS,NULL,NULL,NULL,NULL,NULL
454310: FUEL DEALERS ,454310,FUEL DEALERS ,NULL,NULL,NULL,NULL,NULL
454311: HEATING OIL DEALERS,454311,HEATING OIL DEALERS,NULL,NULL,NULL,NULL,NULL
454312: LIQUEFIED PETROLEUM GAS (BOTTLED GAS) DEALERS,454312,LIQUEFIED PETROLEUM GAS (BOTTLED GAS) DEALERS,45,454,Handicrafts and Artisans,1,0
454319: OTHER FUEL DEALERS,454319,OTHER FUEL DEALERS,45,454,Handicrafts and Artisans,1,0
45439: OTHER DIRECT SELLING ESTABLISHMENTS,45439,OTHER DIRECT SELLING ESTABLISHMENTS,NULL,NULL,NULL,NULL,NULL
454390: OTHER DIRECT SELLING ESTABLISHMENTS,454390,OTHER DIRECT SELLING ESTABLISHMENTS,45,454,Handicrafts and Artisans,1,0
481111: SCHEDULED PASSENGER AIR TRANSPORTATION,481111,SCHEDULED PASSENGER AIR TRANSPORTATION,48,481,"Transportation, Logistics and Courier Services",1,1
481112: SCHEDULED FREIGHT AIR TRANSPORTATION,481112,SCHEDULED FREIGHT AIR TRANSPORTATION,48,481,"Transportation, Logistics and Courier Services",1,1
481211: NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,48,481,"Transportation, Logistics and Courier Services",1,1
481212: NONSCHEDULED CHARTERED FREIGHT AIR TRANSPORTATION,481212,NONSCHEDULED CHARTERED FREIGHT AIR TRANSPORTATION,48,481,"Transportation, Logistics and Courier Services",1,1
481219: OTHER NONSCHEDULED AIR TRANSPORTATION,481219,OTHER NONSCHEDULED AIR TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
48211: RAIL TRANSPORTATION,48211,RAIL TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
482111: LINE-HAUL RAILROADS,482111,LINE-HAUL RAILROADS,48,482,"Transportation, Logistics and Courier Services",1,0
482112: SHORT LINE RAILROADS,482112,SHORT LINE RAILROADS,NULL,NULL,NULL,NULL,NULL
483111: DEEP SEA FREIGHT TRANSPORTATION,483111,DEEP SEA FREIGHT TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
483112: DEEP SEA PASSENGER TRANSPORTATION,483112,DEEP SEA PASSENGER TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
483113: COASTAL AND GREAT LAKES FREIGHT TRANSPORTATION,483113,COASTAL AND GREAT LAKES FREIGHT TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
483114: COASTAL AND GREAT LAKES PASSENGER TRANSPORTATION,483114,COASTAL AND GREAT LAKES PASSENGER TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
483211: INLAND WATER FREIGHT TRANSPORTATION,483211,INLAND WATER FREIGHT TRANSPORTATION,48,483,"Transportation, Logistics and Courier Services",1,0
483212: INLAND WATER PASSENGER TRANSPORTATION,483212,INLAND WATER PASSENGER TRANSPORTATION,48,483,"Transportation, Logistics and Courier Services",1,0
484: TRUCK TRANSPORTATION,484,TRUCK TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
"484110: GENERAL FREIGHT TRUCKING, LOCAL",484110,"GENERAL FREIGHT TRUCKING, LOCAL",48,484,"Transportation, Logistics and Courier Services",1,0
"484121: GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",48,484,"Transportation, Logistics and Courier Services",1,0
"484122: GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",48,484,"Transportation, Logistics and Courier Services",1,0
48421: USED HOUSEHOLD AND OFFICE GOODS MOVING,48421,USED HOUSEHOLD AND OFFICE GOODS MOVING,NULL,NULL,NULL,NULL,NULL
484210: USED HOUSEHOLD AND OFFICE GOODS MOVING,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,48,484,"Transportation, Logistics and Courier Services",1,0
"484220: SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",48,484,"Transportation, Logistics and Courier Services",1,0
"48423: SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",48423,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",NULL,NULL,NULL,NULL,NULL
"484230: SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",48,484,"Transportation, Logistics and Courier Services",1,0
485111: MIXED MODE TRANSIT SYSTEMS,485111,MIXED MODE TRANSIT SYSTEMS,NULL,NULL,NULL,NULL,NULL
485112: COMMUTER RAIL SYSTEMS,485112,COMMUTER RAIL SYSTEMS,NULL,NULL,NULL,NULL,NULL
485113: BUS AND OTHER MOTOR VEHICLE TRANSIT SYSTEMS,485113,BUS AND OTHER MOTOR VEHICLE TRANSIT SYSTEMS,48,485,"Transportation, Logistics and Courier Services",1,0
485119: OTHER URBAN TRANSIT SYSTEMS,485119,OTHER URBAN TRANSIT SYSTEMS,48,485,"Transportation, Logistics and Courier Services",1,0
485210: INTERURBAN AND RURAL BUS TRANSPORTATION,485210,INTERURBAN AND RURAL BUS TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
485310: TAXI SERVICE,485310,TAXI SERVICE,48,485,"Transportation, Logistics and Courier Services",1,0
485320: LIMOUSINE SERVICE,485320,LIMOUSINE SERVICE,48,485,"Transportation, Logistics and Courier Services",1,0
485410: SCHOOL AND EMPLOYEE BUS TRANSPORTATION,485410,SCHOOL AND EMPLOYEE BUS TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
48551: CHARTER BUS INDUSTRY,48551,CHARTER BUS INDUSTRY,NULL,NULL,NULL,NULL,NULL
485510: CHARTER BUS INDUSTRY,485510,CHARTER BUS INDUSTRY,48,485,"Travel, Accommodations and Rental",1,0
485991: SPECIAL NEEDS TRANSPORTATION,485991,SPECIAL NEEDS TRANSPORTATION,48,485,"Transportation, Logistics and Courier Services",1,0
485999: ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,485999,ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,48,485,"Transportation, Logistics and Courier Services",1,0
486110: PIPELINE TRANSPORTATION OF CRUDE OIL,486110,PIPELINE TRANSPORTATION OF CRUDE OIL,48,486,"Transportation, Logistics and Courier Services",1,0
486210: PIPELINE TRANSPORTATION OF NATURAL GAS,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,NULL,NULL,NULL,NULL,NULL
486910: PIPELINE TRANSPORTATION OF REFINED PETROLEUM PRODUCTS,486910,PIPELINE TRANSPORTATION OF REFINED PETROLEUM PRODUCTS,NULL,NULL,NULL,NULL,NULL
486990: ALL OTHER PIPELINE TRANSPORTATION,486990,ALL OTHER PIPELINE TRANSPORTATION,48,486,"Transportation, Logistics and Courier Services",1,0
"487110: SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",487110,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",NULL,NULL,NULL,NULL,NULL
"487210: SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",487210,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",NULL,NULL,NULL,NULL,NULL
"487990: SCENIC AND SIGHTSEEING TRANSPORTATION, OTHER",487990,"SCENIC AND SIGHTSEEING TRANSPORTATION, OTHER",48,487,"Travel, Accommodations and Rental",1,0
488111: AIR TRAFFIC CONTROL,488111,AIR TRAFFIC CONTROL,48,488,"Transportation, Logistics and Courier Services",1,0
488119: OTHER AIRPORT OPERATIONS,488119,OTHER AIRPORT OPERATIONS,48,488,"Transportation, Logistics and Courier Services",1,0
488190: OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,48,488,"Transportation, Logistics and Courier Services",1,0
488210: SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
488310: PORT AND HARBOR OPERATIONS,488310,PORT AND HARBOR OPERATIONS,48,488,"Transportation, Logistics and Courier Services",1,0
488320: MARINE CARGO HANDLING,488320,MARINE CARGO HANDLING,NULL,NULL,NULL,NULL,NULL
488330: NAVIGATIONAL SERVICES TO SHIPPING,488330,NAVIGATIONAL SERVICES TO SHIPPING,48,488,"Transportation, Logistics and Courier Services",1,0
488390: OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,488390,OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
488410: MOTOR VEHICLE TOWING,488410,MOTOR VEHICLE TOWING,48,488,"Transportation, Logistics and Courier Services",1,0
48849: OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,48849,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
488490: OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,48,488,"Transportation, Logistics and Courier Services",1,0
488510: FREIGHT TRANSPORTATION ARRANGEMENT,488510,FREIGHT TRANSPORTATION ARRANGEMENT,48,488,"Transportation, Logistics and Courier Services",1,0
48899: OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,48899,OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,NULL,NULL,NULL,NULL,NULL
488991: PACKING AND CRATING,488991,PACKING AND CRATING,48,488,"Transportation, Logistics and Courier Services",1,0
488999: ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,488999,ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,48,488,"Transportation, Logistics and Courier Services",1,0
4911: POSTAL SERVICE,4911,POSTAL SERVICE,NULL,NULL,NULL,NULL,NULL
491110: POSTAL SERVICE,491110,POSTAL SERVICE,49,491,"Transportation, Logistics and Courier Services",0,0
4921: COURIERS AND EXPRESS DELIVERY SERVICES,4921,COURIERS AND EXPRESS DELIVERY SERVICES,NULL,NULL,NULL,NULL,NULL
49211: COURIERS AND EXPRESS DELIVERY SERVICES,49211,COURIERS AND EXPRESS DELIVERY SERVICES,NULL,NULL,NULL,NULL,NULL
492110: COURIERS AND EXPRESS DELIVERY SERVICES,492110,COURIERS AND EXPRESS DELIVERY SERVICES,49,492,"Transportation, Logistics and Courier Services",0,0
492210: LOCAL MESSENGERS AND LOCAL DELIVERY,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,49,492,"Transportation, Logistics and Courier Services",0,0
4931: WAREHOUSING AND STORAGE,4931,WAREHOUSING AND STORAGE,NULL,NULL,NULL,NULL,NULL
49311: GENERAL WAREHOUSING AND STORAGE,49311,GENERAL WAREHOUSING AND STORAGE,NULL,NULL,NULL,NULL,NULL
493110: GENERAL WAREHOUSING AND STORAGE,493110,GENERAL WAREHOUSING AND STORAGE,49,493,"Transportation, Logistics and Courier Services",0,0
493120: REFRIGERATED WAREHOUSING AND STORAGE,493120,REFRIGERATED WAREHOUSING AND STORAGE,49,493,"Transportation, Logistics and Courier Services",0,0
493130: FARM PRODUCT WAREHOUSING AND STORAGE,493130,FARM PRODUCT WAREHOUSING AND STORAGE,NULL,NULL,NULL,NULL,NULL
493190: OTHER WAREHOUSING AND STORAGE,493190,OTHER WAREHOUSING AND STORAGE,49,493,"Transportation, Logistics and Courier Services",0,0
511110: NEWSPAPER PUBLISHERS,511110,NEWSPAPER PUBLISHERS,51,511,Printing and Copying,1,0
511120: PERIODICAL PUBLISHERS,511120,PERIODICAL PUBLISHERS,51,511,Printing and Copying,1,0
51113: BOOK PUBLISHERS,51113,BOOK PUBLISHERS,NULL,NULL,NULL,NULL,NULL
511130: BOOK PUBLISHERS,511130,BOOK PUBLISHERS,51,511,Printing and Copying,1,0
511140: DIRECTORY AND MAILING LIST PUBLISHERS,511140,DIRECTORY AND MAILING LIST PUBLISHERS,51,511,Printing and Copying,1,0
511191: GREETING CARD PUBLISHERS,511191,GREETING CARD PUBLISHERS,51,511,Printing and Copying,1,0
511199: ALL OTHER PUBLISHERS,511199,ALL OTHER PUBLISHERS,51,511,Printing and Copying,1,0
51121: SOFTWARE PUBLISHERS,51121,SOFTWARE PUBLISHERS,NULL,NULL,NULL,NULL,NULL
511210: SOFTWARE PUBLISHERS,511210,SOFTWARE PUBLISHERS,51,511,Printing and Copying,1,0
51211: MOTION PICTURE AND VIDEO PRODUCTION,51211,MOTION PICTURE AND VIDEO PRODUCTION,NULL,NULL,NULL,NULL,NULL
512110: MOTION PICTURE AND VIDEO PRODUCTION,512110,MOTION PICTURE AND VIDEO PRODUCTION,51,512,Media and Communication,1,0
512120: MOTION PICTURE AND VIDEO DISTRIBUTION,512120,MOTION PICTURE AND VIDEO DISTRIBUTION,51,512,Media and Communication,1,0
512131: MOTION PICTURE THEATERS (EXCEPT DRIVE-INS),512131,MOTION PICTURE THEATERS (EXCEPT DRIVE-INS),NULL,NULL,NULL,NULL,NULL
512132: DRIVE-IN MOTION PICTURE THEATERS,512132,DRIVE-IN MOTION PICTURE THEATERS,NULL,NULL,NULL,NULL,NULL
512191: TELEPRODUCTION AND OTHER POSTPRODUCTION SERVICES,512191,TELEPRODUCTION AND OTHER POSTPRODUCTION SERVICES,51,512,Media and Communication,1,0
512199: OTHER MOTION PICTURE AND VIDEO INDUSTRIES,512199,OTHER MOTION PICTURE AND VIDEO INDUSTRIES,NULL,NULL,NULL,NULL,NULL
512210: RECORD PRODUCTION,512210,RECORD PRODUCTION,51,512,Media and Communication,1,0
512220: INTEGRATED RECORD PRODUCTION/DISTRIBUTION,512220,INTEGRATED RECORD PRODUCTION/DISTRIBUTION,NULL,NULL,NULL,NULL,NULL
512230: MUSIC PUBLISHERS,512230,MUSIC PUBLISHERS,51,512,Media and Communication,1,0
512240: SOUND RECORDING STUDIOS,512240,SOUND RECORDING STUDIOS,51,512,Media and Communication,1,0
512290: OTHER SOUND RECORDING INDUSTRIES,512290,OTHER SOUND RECORDING INDUSTRIES,51,512,Media and Communication,1,0
513111: RADIO NETWORKS,513111,RADIO NETWORKS,NULL,NULL,NULL,NULL,NULL
513112: RADIO STATIONS,513112,RADIO STATIONS,NULL,NULL,NULL,NULL,NULL
513120: TELEVISION BROADCASTING,513120,TELEVISION BROADCASTING,NULL,NULL,NULL,NULL,NULL
513210: CABLE NETWORKS,513210,CABLE NETWORKS,NULL,NULL,NULL,NULL,NULL
51322: CABLE AND OTHER PROGRAM DISTRIBUTION,51322,CABLE AND OTHER PROGRAM DISTRIBUTION,NULL,NULL,NULL,NULL,NULL
513220: CABLE AND OTHER PROGRAM DISTRIBUTION,513220,CABLE AND OTHER PROGRAM DISTRIBUTION,NULL,NULL,NULL,NULL,NULL
51331: WIRED TELECOMMUNICATIONS CARRIERS,51331,WIRED TELECOMMUNICATIONS CARRIERS,NULL,NULL,NULL,NULL,NULL
513310: WIRED TELECOMMUNICATIONS CARRIERS,513310,WIRED TELECOMMUNICATIONS CARRIERS,NULL,NULL,NULL,NULL,NULL
513321: PAGING,513321,PAGING,NULL,NULL,NULL,NULL,NULL
513322: CELLULAR AND OTHER WIRELESS TELECOMMUNICATIONS,513322,CELLULAR AND OTHER WIRELESS TELECOMMUNICATIONS,NULL,NULL,NULL,NULL,NULL
51333: TELECOMMUNICATIONS RESELLERS,51333,TELECOMMUNICATIONS RESELLERS,NULL,NULL,NULL,NULL,NULL
513330: TELECOMMUNICATIONS RESELLERS,513330,TELECOMMUNICATIONS RESELLERS,NULL,NULL,NULL,NULL,NULL
51334: SATELLITE TELECOMMUNICATIONS,51334,SATELLITE TELECOMMUNICATIONS,NULL,NULL,NULL,NULL,NULL
513340: SATELLITE TELECOMMUNICATIONS,513340,SATELLITE TELECOMMUNICATIONS,NULL,NULL,NULL,NULL,NULL
51339: OTHER TELECOMMUNICATIONS,51339,OTHER TELECOMMUNICATIONS,NULL,NULL,NULL,NULL,NULL
513390: OTHER TELECOMMUNICATIONS,513390,OTHER TELECOMMUNICATIONS,NULL,NULL,NULL,NULL,NULL
514: INFORMATION SERVICES AND DATA PROCESSING SERVICES,514,INFORMATION SERVICES AND DATA PROCESSING SERVICES,NULL,NULL,NULL,NULL,NULL
5141: INFORMATION SERVICES,5141,INFORMATION SERVICES,NULL,NULL,NULL,NULL,NULL
514110: NEWS SYNDICATES,514110,NEWS SYNDICATES,NULL,NULL,NULL,NULL,NULL
514120: LIBRARIES AND ARCHIVES,514120,LIBRARIES AND ARCHIVES,NULL,NULL,NULL,NULL,NULL
51419: OTHER INFORMATION SERVICES,51419,OTHER INFORMATION SERVICES,NULL,NULL,NULL,NULL,NULL
514191: ON-LINE INFORMATION SERVICES,514191,ON-LINE INFORMATION SERVICES,NULL,NULL,NULL,NULL,NULL
514199: ALL OTHER INFORMATION SERVICES,514199,ALL OTHER INFORMATION SERVICES,NULL,NULL,NULL,NULL,NULL
5142: DATA PROCESSING SERVICES,5142,DATA PROCESSING SERVICES,NULL,NULL,NULL,NULL,NULL
51421: DATA PROCESSING SERVICES,51421,DATA PROCESSING SERVICES,NULL,NULL,NULL,NULL,NULL
514210: DATA PROCESSING SERVICES,514210,DATA PROCESSING SERVICES,NULL,NULL,NULL,NULL,NULL
515111: RADIO NETWORKS,515111,RADIO NETWORKS,51,515,Media and Communication,1,0
515112: RADIO STATIONS,515112,RADIO STATIONS,51,515,Media and Communication,1,0
515120: TELEVISION BROADCASTING,515120,TELEVISION BROADCASTING,51,515,Media and Communication,1,0
515210: CABLE AND OTHER SUBSCRIPTION PROGRAMMING,515210,CABLE AND OTHER SUBSCRIPTION PROGRAMMING,51,515,Media and Communication,1,0
516110: INTERNET PUBLISHING AND BROADCASTING,516110,INTERNET PUBLISHING AND BROADCASTING,NULL,NULL,NULL,NULL,NULL
517: TELECOMMUNICATIONS,517,TELECOMMUNICATIONS,NULL,NULL,NULL,NULL,NULL
5171: WIRED TELECOMMUNICATIONS CARRIERS,5171,WIRED TELECOMMUNICATIONS CARRIERS,NULL,NULL,NULL,NULL,NULL
517110: WIRED TELECOMMUNICATIONS CARRIERS,517110,WIRED TELECOMMUNICATIONS CARRIERS,51,517,Telecommunication Services and Equipment,1,0
51721: WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),51721,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),NULL,NULL,NULL,NULL,NULL
517210: WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),517210,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),51,517,Telecommunication Services and Equipment,1,0
517211: PAGING,517211,PAGING,NULL,NULL,NULL,NULL,NULL
517212: CELLULAR AND OTHER WIRELESS TELECOMMUNICATIONS,517212,CELLULAR AND OTHER WIRELESS TELECOMMUNICATIONS,51,517,Telecommunication Services and Equipment,1,0
517310: TELECOMMUNICATIONS RESELLERS,517310,TELECOMMUNICATIONS RESELLERS,NULL,NULL,NULL,NULL,NULL
517410: SATELLITE TELECOMMUNICATIONS,517410,SATELLITE TELECOMMUNICATIONS,51,517,Telecommunication Services and Equipment,1,0
517510: CABLE AND OTHER PROGRAM DISTRIBUTION,517510,CABLE AND OTHER PROGRAM DISTRIBUTION,NULL,NULL,NULL,NULL,NULL
51791: OTHER TELECOMMUNICATIONS,51791,OTHER TELECOMMUNICATIONS,NULL,NULL,NULL,NULL,NULL
517910: OTHER TELECOMMUNICATIONS,517910,OTHER TELECOMMUNICATIONS,NULL,NULL,NULL,NULL,NULL
517911: TELECOMMUNICATIONS RESELLERS,517911,TELECOMMUNICATIONS RESELLERS,51,517,Telecommunication Services and Equipment,1,0
517919: ALL OTHER TELECOMMUNICATIONS,517919,ALL OTHER TELECOMMUNICATIONS,51,517,Telecommunication Services and Equipment,1,0
