AgencyID,AgencyIDtext,DepartmentID,CSISName,Customer,SubCustomer,InternationalAssistancePrograms,IsDiscrepency,MinOfStartDate,MaxOfEndDate,IsUnknownAgencyID,IsExceptionToContradictionTest,SubCustomerSum,IsDefense,PlatformPortfolio
7040,OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,7000,NULL,DHS,OPO,0,NULL,2004-02-09,2011-11-07,0,0,OPO,0,NULL
7041,IMMEDIATE OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,7000,NULL,DHS,OPO,0,NULL,2006-01-20,2009-05-18,0,0,OPO,0,NULL
7045,7045,7000,NULL,DHS,NULL,0,NULL,2005-03-25,2005-03-25,0,0,NULL,0,NULL
7050,OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,7000,NULL,DHS,OPO,0,NULL,2006-03-10,2010-03-05,0,0,OPO,0,NULL
7051,IMMEDIATE OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,7000,NULL,DHS,OPO,0,NULL,2006-11-02,2010-01-15,0,0,OPO,0,NULL
7052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7053,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7057,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7060,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7061,CYBERSECURITY AND INFRASTRUCTURE SECURITY AGENCY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7062,COUNTERING WEAPONS OF MASS DESTRUCTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7100,OVERSEAS PRIVATE INVESTMENT CORPORATION,NULL,NULL,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,1,NULL,1964-07-26,2013-10-01,0,0,OVERSEAS PRIVATE INVESTMENT CORPORATION,0,NULL
7110,7110,7100,NULL,Other Agencies,NULL,0,NULL,2005-09-28,2005-09-28,0,0,NULL,0,NULL
7140,7140,7100,NULL,Other Agencies,NULL,0,NULL,2004-07-09,2004-07-09,0,0,NULL,0,NULL
7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,NULL,NULL,State and IAP,USAID,1,NULL,1991-05-15,2015-07-27,0,0,USAID,0,NULL
7300,SMALL BUSINESS ADMINISTRATION,7300,NULL,Other Agencies,SMALL BUSINESS ADMINISTRATION,0,NULL,1965-04-06,2014-01-02,0,0,SMALL BUSINESS ADMINISTRATION,0,NULL
7400,AMERICAN BATTLE MONUMENTS COMMISSION,7400,NULL,Other Agencies,All Other Customers,0,NULL,1979-10-01,2010-11-24,0,0,All Other Customers,0,NULL
7470,7470,7400,NULL,Other Agencies,NULL,0,NULL,2004-11-19,2004-11-19,0,0,NULL,0,NULL
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7500,NULL,HHS,HHS,0,NULL,1978-10-01,2013-10-01,0,0,HHS,0,NULL
7501,IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,7555,NULL,HHS,HHS,0,NULL,1978-10-01,2013-09-30,0,0,HHS,0,NULL
7502,OFFICE OF THE UNDER SECRETARY OF HEALTH AND HUMAN SERVICES,7500,NULL,HHS,HHS,0,NULL,1978-10-01,2013-08-28,0,0,HHS,0,NULL
7503,OFFICE OF THE GENERAL COUNSEL,7500,NULL,HHS,HHS,0,NULL,1978-10-01,2013-07-31,0,0,HHS,0,NULL
7504,OFFICE OF THE INSPECTOR GENERAL,NULL,NULL,HHS,HHS,0,NULL,1978-10-01,2013-09-19,0,0,HHS,0,NULL
7505,OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET,NULL,NULL,HHS,HHS,0,NULL,1978-10-01,2014-09-20,0,0,HHS,0,NULL
7506,OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,7506,NULL,HHS,HHS,0,NULL,1978-10-01,2013-09-30,0,0,HHS,0,NULL
7507,OFFICE OF ASSISTANT SECRETARY FOR LEGISLATION,7507,NULL,HHS,HHS,0,NULL,1978-10-01,2002-09-15,0,0,HHS,0,NULL
7508,OFFICE OF ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,7500,NULL,HHS,HHS,0,NULL,1978-10-01,2013-04-11,0,0,HHS,0,NULL
7509,OFFICE OF INTERGOVERNMENTAL AFFAIRS AND REGIONAL DIRECTORS,7500,NULL,HHS,NULL,0,NULL,2006-07-07,2007-05-23,0,0,NULL,0,NULL
750S,OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,750S,NULL,HHS,HHS,0,NULL,1978-10-15,2013-09-30,0,0,HHS,0,NULL
7510,U.S. OFFICE OF CONSUMER AFFAIRS,7500,NULL,HHS,HHS,0,NULL,1978-10-01,2004-09-27,0,0,HHS,0,NULL
7511,OFFICE FOR CIVIL RIGHTS,7500,NULL,HHS,HHS,0,NULL,1978-10-15,2013-07-23,0,0,HHS,0,NULL
7515,OFFICE OF PUBLIC HEALTH AND SCIENCE,7500,NULL,HHS,HHS,0,NULL,2002-12-20,2009-07-09,0,0,HHS,0,NULL
7516,OFFICE OF ASSISTANT SECRETARY FOR PERSONNEL,7500,NULL,HHS,HHS,0,NULL,1978-10-01,NULL,0,0,HHS,0,NULL
7520,PUBLIC HEALTH SERVICE,NULL,NULL,HHS,HHS,0,NULL,1978-10-01,2013-09-18,0,0,HHS,0,NULL
7521,OFFICE OF ASSISTANT SECRETARY FOR HEALTH,7500,NULL,HHS,HHS,0,NULL,1978-10-15,2011-11-07,0,0,HHS,0,NULL
7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,NULL,NULL,HHS,HHS,0,NULL,1978-10-15,2014-08-30,0,0,HHS,0,NULL
7523,CENTERS FOR DISEASE CONTROL,NULL,NULL,HHS,HHS,0,NULL,1978-10-01,9011-09-09,0,0,HHS,0,NULL
7524,FOOD AND DRUG ADMINISTRATION,NULL,NULL,HHS,HHS,0,NULL,1978-10-01,2013-09-30,0,0,HHS,0,NULL
7525,AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,7500,NULL,HHS,HHS,0,NULL,1978-10-15,2011-09-27,0,0,HHS,0,NULL
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,NULL,NULL,HHS,HHS,0,NULL,1978-10-01,2013-09-30,0,0,HHS,0,NULL
7527,INDIAN HEALTH SERVICE,NULL,NULL,HHS,HHS,0,NULL,1978-10-15,2044-04-01,0,0,HHS,0,NULL
7528,AGENCY FOR HEALTH CARE POLICY AND RESEARCH,NULL,NULL,HHS,HHS,0,NULL,1996-03-24,2013-09-30,0,0,HHS,0,NULL
7529,NATIONAL INSTITUTES OF HEALTH,NULL,NULL,HHS,HHS,0,NULL,1978-10-01,2014-04-05,0,0,HHS,0,NULL
7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,NULL,NULL,HHS,HHS,0,NULL,1978-10-01,2014-04-15,0,0,HHS,0,NULL
7537,FAMILY SUPPORT ADMINISTRATION,7500,NULL,HHS,HHS,0,NULL,1991-10-01,2012-09-04,0,0,HHS,0,NULL
7540,OFFICE OF HUMAN DEVELOPMENT SERVICES,7540,NULL,HHS,HHS,0,NULL,1978-10-01,2012-08-24,0,0,HHS,0,NULL
7545,ADMINISTRATION ON AGING,7500,NULL,HHS,HHS,0,NULL,2006-03-15,2013-04-29,0,0,HHS,0,NULL
7550,SOCIAL SECURITY ADMINISTRATION,7500,NULL,Other Agencies,All Other Customers,0,NULL,2003-09-30,NULL,0,0,All Other Customers,0,NULL
7555,OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS,NULL,NULL,HHS,HHS,0,NULL,1978-10-01,2044-12-01,0,0,HHS,0,NULL
7558,NAT CENTER FOR HEALTH SERV RESEARCH AND HEALTH CARE TECH ASSES,7500,NULL,HHS,HHS,0,NULL,1978-10-15,2013-09-29,0,0,HHS,0,NULL
7559,NATIONAL CENTER FOR HEALTH STATISTICS,7500,NULL,HHS,HHS,0,NULL,1978-10-15,2006-03-20,0,0,HHS,0,NULL
7565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7570,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),NULL,NULL,HHS,HHS,0,NULL,NULL,NULL,0,0,NULL,0,NULL
7571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7575,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7577,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7590,ADMINISTRATION FOR CHILDREN AND FAMILIES,7590,NULL,HHS,HHS,0,NULL,2003-10-10,2010-03-03,0,0,HHS,0,NULL
7593,GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,7500,NULL,HHS,HHS,0,NULL,NULL,NULL,0,0,HHS,0,NULL
7598,7598,7500,NULL,HHS,NULL,0,NULL,2003-11-05,2003-11-06,0,0,NULL,0,NULL
7608,CHRISTOPHER COLUMBUS QUINCENTENARY JUBILEE COMMISSION,7608,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
7609,COMMISSION ON THE BICENTENNIAL OF THE U.S. CONSTITUTION,7609,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
7611,DWIGHT DAVID EISENHOWER CENTENNIAL COMMISSION,7611,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
7615,"MARTIN LUTHER KING, JR. FEDERAL HOLIDAY COMMISSION",7615,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
7700,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
7720,7720,NULL,NULL,NULL,NULL,0,NULL,2005-09-12,2005-09-14,0,0,NULL,NULL,NULL
7740,7740,NULL,NULL,NULL,NULL,0,NULL,2005-07-28,2005-07-28,0,0,NULL,NULL,NULL
7777,FEDERAL CROP INSURANCE CORPORATION,1200,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
7800,FARM CREDIT ADMINISTRATION,7800,NULL,Other Agencies,All Other Customers,0,NULL,2001-08-15,2010-03-12,0,0,All Other Customers,0,NULL
7881,BANKS FOR COOPERATIVES (13),7800,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
7883,FEDERAL INTERMEDIATE CREDIT BANKS (12),7800,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
7885,FEDERAL LAND BANKS (12),7800,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
7887,FEDERAL LAND BANK ASSOCIATIONS,7800,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
7888,FARM CREDIT SYSTEMS INSURANCE CORPORATION,7800,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
7A86,7A86,1200,NULL,Other Agencies,NULL,0,NULL,2006-01-12,2006-01-12,0,0,NULL,0,NULL
800,CONGRESSIONAL BUDGET OFFICE,800,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000,NULL,NASA,NASA,0,NULL,1978-10-01,3005-07-26,0,0,NASA,0,NULL
8001,"HEADQUARTERS, NASA",8000,NULL,NASA,NASA,0,NULL,2005-08-09,2010-09-23,0,0,NASA,0,NULL
8020,AMES RESEARCH CENTER,8000,NULL,NASA,NASA,0,NULL,2004-12-08,2007-07-23,0,0,NASA,0,NULL
8022,DRYDEN FLIGHT RESEARCH CENTER,8000,NULL,NASA,NASA,0,NULL,2008-11-13,2008-11-13,0,0,NASA,0,NULL
8025,SPACE STATION PROGRAM OFFICE,8000,NULL,NASA,NASA,0,NULL,2006-11-02,2006-11-02,0,0,NULL,0,NULL
8026,GODDARD SPACE FLIGHT CENTER,8000,NULL,NASA,NASA,0,NULL,2000-06-15,2009-06-16,0,0,NASA,0,NULL
8029,"NASA RESIDENT OFFICE, JET PROPULSION LABORATORY",8000,NULL,NASA,NASA,0,NULL,2003-09-15,2008-07-17,0,0,NASA,0,NULL
8032,LYNDON B. JOHNSON SPACE CENTER,8000,NULL,NASA,NASA,0,NULL,2009-01-08,2009-08-11,0,0,NASA,0,NULL
8035,JOHN F. KENNEDY SPACE CENTER,8000,NULL,NASA,NASA,0,NULL,2005-06-20,2006-08-22,0,0,NASA,0,NULL
8038,LANGLEY RESEARCH CENTER,8000,NULL,NASA,NASA,0,NULL,2009-04-15,2009-04-15,0,0,NASA,0,NULL
8041,LEWIS RESEARCH CENTER,8000,NULL,NASA,NASA,0,NULL,NULL,NULL,0,0,NASA,0,NULL
8044,GEORGE C. MARSHALL SPACE FLIGHT CENTER,8000,NULL,NASA,NASA,0,NULL,2003-10-20,2003-10-20,0,0,NASA,0,NULL
8047,NATIONAL SPACE TECHNOLOGY LABORATORIES,8000,NULL,NASA,NASA,0,NULL,NULL,NULL,0,0,NASA,0,NULL
8200,FEDERAL HOME LOAN BANK BOARD,8200,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
8202,8202,NULL,NULL,NULL,NULL,0,NULL,2003-10-01,2003-10-01,0,0,NULL,NULL,NULL
8291,NEIGHBORHOOD REINVESTMENT CORPORATION,8200,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
82CS,82CS,1200,NULL,Other Agencies,NULL,0,NULL,2005-03-23,2005-03-23,0,0,NULL,0,NULL
8300,EXPORT-IMPORT BANK OF THE U.S.,8300,NULL,Other Agencies,All Other Customers,0,NULL,2000-02-15,2007-07-01,0,0,All Other Customers,0,NULL
8400,UNITED STATES SOLDIERS AND AIRMENS HOME,8400,NULL,Other Agencies,All Other Customers,0,NULL,1978-10-15,5008-04-04,0,0,All Other Customers,0,NULL
8447,8447,NULL,NULL,NULL,NULL,0,NULL,2004-11-19,2004-11-19,0,0,NULL,NULL,NULL
84AF,ARMED FORCES RETIREMENT HOME,84AF,NULL,Other Agencies,All Other Customers,0,NULL,2000-12-01,2013-11-30,0,0,All Other Customers,0,NULL
8538,8538,NULL,NULL,NULL,NULL,0,NULL,2006-01-17,2006-01-17,0,0,NULL,NULL,NULL
8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,NULL,Other Agencies,HUD,0,NULL,1978-10-01,3012-07-30,0,0,HUD,0,NULL
8601,OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2013-09-12,0,0,HUD,0,NULL
8602,DEPUTY SECRETARY OF HOUSING AND URBAN DEVELOPMENT,8600,NULL,Other Agencies,HUD,0,NULL,2010-01-01,2010-01-01,0,0,HUD,0,NULL
8603,OFFICE OF GENERAL COUNSEL,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2012-09-28,0,0,HUD,0,NULL
8604,OFFICE OF INSPECTOR GENERAL,NULL,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2013-09-28,0,0,HUD,0,NULL
8605,ASSISTANT SECRETARY FOR ADMINISTRATION,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2013-09-27,0,0,HUD,0,NULL
8606,NULL,8600,NULL,Other Agencies,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL
8607,ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,NULL,0,0,HUD,0,NULL
8608,ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2012-12-21,0,0,HUD,0,NULL
8611,ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2012-05-17,0,0,HUD,0,NULL
8615,ADMINISTRATIVE LAW JUDGES,8600,NULL,Other Agencies,HUD,0,NULL,2010-03-02,2010-03-02,0,0,HUD,0,NULL
8620,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2013-09-07,0,0,HUD,0,NULL
8625,GOVERNMENT NATIONAL MORTGAGE ASSOCIATION,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2012-02-22,0,0,HUD,0,NULL
8630,ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2013-07-31,0,0,HUD,0,NULL
8635,ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2012-06-24,0,0,HUD,0,NULL
8645,ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-15,2013-09-30,0,0,HUD,0,NULL
8650,SOLAR ENERGY AND ENERGY CONSERVATION BANK,8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
8652,OFFICE OF THE CHIEF INFORMATION OFFICER,8600,NULL,Other Agencies,HUD,0,NULL,1978-10-01,2010-09-13,0,0,HUD,0,NULL
8653,OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,NULL,NULL,Other Agencies,HUD,NULL,NULL,NULL,NULL,0,0,HUD,0,NULL
8654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
8656,OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT,NULL,NULL,Other Agencies,HUD,0,NULL,2004-01-01,2008-10-01,0,0,HUD,0,NULL
865A,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 1",8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
865B,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 2",8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
865C,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 3",8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
865D,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 4",8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
865E,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 5",8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
865F,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 6",8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
865G,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 7",8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
865H,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 8",8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
865J,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 9",8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
865K,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 10",8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
8681,FEDERAL NATIONAL MORTGAGE ASSOCIATION,8600,NULL,Other Agencies,HUD,0,NULL,NULL,NULL,0,0,HUD,0,NULL
8800,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,8800,NULL,Other Agencies,Archives,0,NULL,1991-02-01,2014-10-01,0,0,Archives,0,NULL
8861,NATIONAL ARCHIVES TRUST FUND BOARD,8800,NULL,Other Agencies,Archives,0,NULL,NULL,NULL,0,0,Archives,0,NULL
8862,NATIONAL HISTORICAL PUBLICATIONS AND RECORDS COMMISSION,8800,NULL,Other Agencies,Archives,0,NULL,NULL,NULL,0,0,Archives,0,NULL
8900,"ENERGY, DEPARTMENT OF",NULL,NULL,Energy,Energy,0,NULL,1947-01-01,5011-08-15,0,0,Energy,0,NULL
8901,OFFICE OF THE SECRETARY,8900,NULL,Energy,Energy,0,NULL,2009-07-02,2009-07-02,0,0,Energy,0,NULL
8902,OFFICE OF THE DEPUTY SECRETARY,8900,NULL,Energy,Energy,0,NULL,1978-10-15,2012-09-28,0,0,Energy,0,NULL
8903,OFFICE OF THE GENERAL COUNSEL,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8904,OFFICE OF INSPECTOR GENERAL,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8905,OFFICE OF ADMINISTRATION AND HUMAN RESOURCES MANAGEMENT,8900,NULL,Energy,Energy,0,NULL,1965-04-06,2012-07-18,0,0,Energy,0,NULL
8907,ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,8900,NULL,Energy,Energy,0,NULL,1965-04-06,2010-04-05,0,0,Energy,0,NULL
8908,OFFICE OF PUBLIC AFFAIRS,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8909,ASSISTANT SECRETARY FOR DOMESTIC AND INTERNATIONAL ENERGY POLICY,8900,NULL,Energy,Energy,0,NULL,1965-04-06,2011-04-14,0,0,Energy,0,NULL
890A,OFFICE OF THE UNDER SECRETARY,8900,NULL,Energy,Energy,0,NULL,2004-01-21,2004-01-21,0,0,Energy,0,NULL
8910,OFFICE OF SPECIAL PROJECTS,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8911,OFFICE OF MINORITY ECONOMIC IMPACT,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8912,BOARD OF CONTRACT APPEALS,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8913,OFFICE OF HEARINGS AND APPEALS,8900,NULL,Energy,Energy,0,NULL,1978-10-15,NULL,0,0,Energy,0,NULL
8914,OFFICE OF SCHEDULING AND LOGISTICS,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8915,OFFICE OF NUCLEAR SAFETY,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8916,"OFFICE OF PROCUREMENT, ASSISTANCE, AND PROGRAM MANAGEMENT",8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8917,OFFICE OF INTELLIGENCE,8900,NULL,Energy,Energy,0,NULL,2007-01-01,2007-01-01,0,0,Energy,0,NULL
8918,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8919,OFFICE OF THE SECRETARY OF ENERGY ADVISORY BOARD,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
891B,OFFICE OF SECURITY AFFAIRS,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
891C,CHIEF FINANCIAL OFFICER,8900,NULL,Energy,Energy,0,NULL,2010-02-17,2010-02-17,0,0,Energy,0,NULL
891D,OFFICE OF EMERGENCY PLANNING AND OPERATIONS,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
891E,OFFICE OF CONTRACTOR EMPLOYEE PROTECTION,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8921,OFFICE OF NEW PRODUCTION REACTORS,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8922,ASSISTANT SECRETARY FOR CONSERVATION AND RENEWABLE ENERGY,8900,NULL,Energy,Energy,0,NULL,1976-01-01,2011-09-14,0,0,Energy,0,NULL
8925,ASSISTANT SECRETARY FOR DEFENSE PROGRAMS,8900,NULL,Energy,Energy,0,NULL,1965-04-06,2013-09-26,0,0,Energy,0,NULL
8930,ECONOMIC REGULATORY ADMINISTRATION,8900,NULL,Energy,Energy,0,NULL,1965-04-06,2013-03-14,0,0,Energy,0,NULL
8933,ENERGY INFORMATION ADMINISTRATION,8900,NULL,Energy,Energy,0,NULL,1965-04-06,2013-09-23,0,0,Energy,0,NULL
8936,OFFICE OF ENERGY RESEARCH,8900,NULL,Energy,Energy,0,NULL,1965-04-06,2011-09-23,0,0,Energy,0,NULL
8938,OFFICE OF CIVILIAN RADIOACTIVE WASTE MANAGEMENT,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8940,"ASSISTANT SECRETARY FOR ENVIRONMENT, SAFETY AND HEALTH",8900,NULL,Energy,Energy,0,NULL,1965-04-06,2013-09-25,0,0,Energy,0,NULL
8941,ASSISTANT SECRETARY FOR ENVIRONMENTAL RESTORATION AND WASTE MANAGEMENT,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8944,ASSISTANT SECRETARY FOR FOSSIL ENERGY,8900,NULL,Energy,Energy,0,NULL,1965-04-06,2013-09-27,0,0,Energy,0,NULL
8948,ASSISTANT SECRETARY FOR NUCLEAR ENERGY,8900,NULL,Energy,Energy,0,NULL,1965-04-06,2013-06-18,0,0,Energy,0,NULL
8951,BARTLESVILLE PROJECT OFFICE,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8952,METAIRIE SITE OFFICE,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8953,SAVANNAH RIVER RESTART SPECIAL PROJECTS OFFICE,8900,NULL,Energy,Energy,0,NULL,2005-12-13,2007-07-25,0,0,Energy,0,NULL
8954,YUCCA MOUNTAIN PROJECT OFFICE,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
8955,NATIONAL RENEWABLE ENERGY LABORATORY AREA OFFICE,8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895A,"FIELD OFFICE, ALBUQUERQUE",8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
895B,BONNEVILLE POWER ADMINISTRATION,8900,NULL,Energy,Energy,0,NULL,2006-07-10,2006-07-10,0,0,Energy,0,NULL
895C,"FIELD OFFICE, CHICAGO",8900,NULL,Energy,Energy,0,NULL,NULL,NULL,0,0,Energy,0,NULL
