coloration.key,variable,Label,Display.Order,Color,RGB,shape,size,alpha,text.color,text.RGB,abbreviation
ContractingOffice,NAVY SUPPORT ACTIVITY,NAVY SUPPORT ACTIVITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY WARFARE DEVELOPMENT COMMAND,NAVY WARFARE DEVELOPMENT COMMAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY WEAPONS CENTER,NAVY WEAPONS CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY-MARINE CORPS PUBLIC HEALTH CTR,NAVY-MARINE CORPS PUBLIC HEALTH CTR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVYU ROTC HAMPTON ROADS,NAVYU ROTC HAMPTON ROADS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAWC WD PT MUGU CA,NAWC WD PT MUGU CA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NCIS QUANTICO,NCIS QUANTICO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NCTAMS EURCENT,NCTAMS EURCENT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NCTAMSPAC PUGET SOUND,NCTAMSPAC PUGET SOUND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NECC PACIFIC,NECC PACIFIC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NGB CIO CTR OFF ATTN NGB-RCS-BO,NGB CIO CTR OFF ATTN NGB-RCS-BO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NGB-AQE,NGB-AQE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NMC CONUS WEST DIVISION,NMC CONUS WEST DIVISION,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NMC UNIT SEAL BEACH,NMC UNIT SEAL BEACH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NMPC DET DRUG AND ALCOHOL PROGRA,NMPC DET DRUG AND ALCOHOL PROGRA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NORFOLK NAVAL SHIPYARD,NORFOLK NAVAL SHIPYARD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NORFOLK SHIP SUPPORT ACTIVITY,NORFOLK SHIP SUPPORT ACTIVITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NOSC WILLOW GROVE  ASD,NOSC WILLOW GROVE  ASD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NOSCO PITTSBURGH,NOSCO PITTSBURGH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NRD ST LOUIS,NRD ST LOUIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTC MARITIME COLLEGE BRONX,NROTC MARITIME COLLEGE BRONX,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTC UNIT TULANE UNIVERSITY,NROTC UNIT TULANE UNIVERSITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTC UNIT UNIVERSITY OF IDAHO,NROTC UNIT UNIVERSITY OF IDAHO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU  ILLINOIS INST OF TECHNOLOGY,NROTCU  ILLINOIS INST OF TECHNOLOGY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU  IOWA STATE UNIVERSITY,NROTCU  IOWA STATE UNIVERSITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU  UNIV OF MINNESOTA,NROTCU  UNIV OF MINNESOTA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU ARIZONA STATE UNIVERSITY,NROTCU ARIZONA STATE UNIVERSITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU AUBURN UNIVERSTIY,NROTCU AUBURN UNIVERSTIY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU CHICAGO AREA,NROTCU CHICAGO AREA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU COLL OF THE HOLY CROSS,NROTCU COLL OF THE HOLY CROSS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU COLLEGE OF THE HOLY CROSS,NROTCU COLLEGE OF THE HOLY CROSS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU CORNELL UNIVERSITY,NROTCU CORNELL UNIVERSITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU EMBRY RIDDLE AERONAUTICAL UN,NROTCU EMBRY RIDDLE AERONAUTICAL UN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU FLORIDA  A&M  UNIV,NROTCU FLORIDA  A&M  UNIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU GEORGE WASHINGTON UNIVERSITY,NROTCU GEORGE WASHINGTON UNIVERSITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU GEORGIA INSTITUTE OF TECH,NROTCU GEORGIA INSTITUTE OF TECH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU HOUSTON CONSORTIUM,NROTCU HOUSTON CONSORTIUM,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU JACKSONVILLE UNIVERSITY,NROTCU JACKSONVILLE UNIVERSITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU MAINE MARITIME ACADEMY,NROTCU MAINE MARITIME ACADEMY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU MARQUETTE UNIV,NROTCU MARQUETTE UNIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU MIAMI UNIV,NROTCU MIAMI UNIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU MICHIGAN UNIVERSITY,NROTCU MICHIGAN UNIVERSITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU NC PIEDMONT DUKE UNIV,NROTCU NC PIEDMONT DUKE UNIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU NORWICH UNIVERSITY,NROTCU NORWICH UNIVERSITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU OHIO STATE UNIVERSITY,NROTCU OHIO STATE UNIVERSITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU OREGON STATE UNIV,NROTCU OREGON STATE UNIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU PENNSYLVANIA STATE UNIV,NROTCU PENNSYLVANIA STATE UNIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU PHILADELPHIA PA,NROTCU PHILADELPHIA PA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU PURDUE UNIV,NROTCU PURDUE UNIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU RENSSELAER POLY INSTITUTE,NROTCU RENSSELAER POLY INSTITUTE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU RENSSELAER POLYTECHNIC INST,NROTCU RENSSELAER POLYTECHNIC INST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU SAVANNAH STATE COLLEGE,NROTCU SAVANNAH STATE COLLEGE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU SOUTHERN UNIV A&M COLLEGE,NROTCU SOUTHERN UNIV A&M COLLEGE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU TEXAS A AND M UNIV,NROTCU TEXAS A AND M UNIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU THE CITADEL,NROTCU THE CITADEL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UC BERKELEY,NROTCU UC BERKELEY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIV OF CALIFORNIA,NROTCU UNIV OF CALIFORNIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIV OF ILLINOIS,NROTCU UNIV OF ILLINOIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIV OF MISSOURI,NROTCU UNIV OF MISSOURI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIV OF NEBRASKA,NROTCU UNIV OF NEBRASKA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIV OF NEW MEXICO,NROTCU UNIV OF NEW MEXICO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIV OF NOTRE DAME,NROTCU UNIV OF NOTRE DAME,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIV OF OKLAHOMA,NROTCU UNIV OF OKLAHOMA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIV OF SOUTH CAROLINA,NROTCU UNIV OF SOUTH CAROLINA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIV OF SOUTHERN CALIFORNIA,NROTCU UNIV OF SOUTHERN CALIFORNIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIV OF WISCONSIN,NROTCU UNIV OF WISCONSIN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF ARIZONA,NROTCU UNIVERSITY OF ARIZONA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF COLORADO,NROTCU UNIVERSITY OF COLORADO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF FLORIDA,NROTCU UNIVERSITY OF FLORIDA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF ILLINOIS,NROTCU UNIVERSITY OF ILLINOIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF KANSAS,NROTCU UNIVERSITY OF KANSAS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF ROCHESTER,NROTCU UNIVERSITY OF ROCHESTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF SAN DIEGO,NROTCU UNIVERSITY OF SAN DIEGO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF SOUTH FLORIDA,NROTCU UNIVERSITY OF SOUTH FLORIDA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF UTAH,NROTCU UNIVERSITY OF UTAH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF VIRGINIA,NROTCU UNIVERSITY OF VIRGINIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU UNIVERSITY OF WASHINGTON,NROTCU UNIVERSITY OF WASHINGTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU VIRGINIA MILITARY INSTITUTE,NROTCU VIRGINIA MILITARY INSTITUTE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NROTCU VIRGINIA POLYTECHNIC,NROTCU VIRGINIA POLYTECHNIC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NRPS MONTGOMERY,NRPS MONTGOMERY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NSSA/DLA,NSSA/DLA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NSSF SUPPLY OPERATIONS,NSSF SUPPLY OPERATIONS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NSWC CARDEROCK,NSWC CARDEROCK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NSWC CARDEROCK DET PHILA,NSWC CARDEROCK DET PHILA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NSWC CRANE,NSWC CRANE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NSWC DAHLGREN,NSWC DAHLGREN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NSWC DAHLGREN VA,NSWC DAHLGREN VA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NSWC INDIAN HEAD EOD TECH DIV,NSWC INDIAN HEAD EOD TECH DIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NSWC NAVAL EXPLOSIVE ORDNANCE,NSWC NAVAL EXPLOSIVE ORDNANCE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NULL,NULL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NUWC NEWPORT,NUWC NEWPORT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OC-ALC.LSD,OC-ALC.LSD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OC-ALC/LCD (KC135),OC-ALC/LCD (KC135),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OC-ALC/LHD (B52),OC-ALC/LHD (B52),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OC-ALC/LIDAC,OC-ALC/LIDAC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OC-ALC/LKD (CLS AIRCRAFT),OC-ALC/LKD (CLS AIRCRAFT),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OCHR NORFOLK OPERATIONS CENTER,OCHR NORFOLK OPERATIONS CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OCHR PHILADELPHIA OPS CENTER,OCHR PHILADELPHIA OPS CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OCHR SAN DIEGO OPERATIONS CENTER,OCHR SAN DIEGO OPERATIONS CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OCHR STENNIS OPERATIONS CENTER,OCHR STENNIS OPERATIONS CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OFF OF NAVAL RESEARCH REGIONAL OFF,OFF OF NAVAL RESEARCH REGIONAL OFF,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OFFICE NAME UNKNOWN:CREATED FOR DOD MIGRATION 2005,OFFICE NAME UNKNOWN:CREATED FOR DOD MIGRATION 2005,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OFFICE OF NAVAL INTELLIGENCE,OFFICE OF NAVAL INTELLIGENCE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OFFICE OF NAVAL RESEARCH,OFFICE OF NAVAL RESEARCH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"OFFICE OF NAVAL RESEARCH, HEADQU","OFFICE OF NAVAL RESEARCH, HEADQU",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OGDEN ALC/PK,OGDEN ALC/PK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OGDEN ALC/PKM/LMK,OGDEN ALC/PKM/LMK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OGDEN ALC/PKO,OGDEN ALC/PKO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OKLAHOMA CITY ALC/LAD,OKLAHOMA CITY ALC/LAD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OKLAHOMA CITY ALC/LID,OKLAHOMA CITY ALC/LID,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OKLAHOMA CITY ALC/LPD,OKLAHOMA CITY ALC/LPD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OKLAHOMA CITY ALC/PK,OKLAHOMA CITY ALC/PK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OKLAHOMA CITY ALC/PKO,OKLAHOMA CITY ALC/PKO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OL-YV ASC/YVK,OL-YV ASC/YVK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/CCB,OO-ALC/CCB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/LGFD,OO-ALC/LGFD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKC/LCK,OO-ALC/PKC/LCK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKGA/LGKAC,OO-ALC/PKGA/LGKAC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKGF/LGKF,OO-ALC/PKGF/LGKF,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKGF/LGKFD,OO-ALC/PKGF/LGKFD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKHC/LHKC,OO-ALC/PKHC/LHKC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKHS/LHKS,OO-ALC/PKHS/LHKS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKI/LIK,OO-ALC/PKI/LIK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKME/LMKE,OO-ALC/PKME/LMKE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKMT,OO-ALC/PKMT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKT/YWK,OO-ALC/PKT/YWK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OO-ALC/PKW/WMK,OO-ALC/PKW/WMK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OPERATIONAL TEST & EVALUATION FO,OPERATIONAL TEST & EVALUATION FO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,OPERATIONAL TEST AND EVALUATION,OPERATIONAL TEST AND EVALUATION,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PACIFIC MISSILE RANGE FACILITY,PACIFIC MISSILE RANGE FACILITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PACIFIC MISSILE RANGE FACILITY H,PACIFIC MISSILE RANGE FACILITY H,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PATROL SQUADRON 10,PATROL SQUADRON 10,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PATROL SQUADRON VP 69,PATROL SQUADRON VP 69,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PEARL HARBOR NAVAL SHIPYARD IMF,PEARL HARBOR NAVAL SHIPYARD IMF,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PENSACOLA FL,PENSACOLA FL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PERSONNEL SUPPORT ACTIVITY,PERSONNEL SUPPORT ACTIVITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"PHILADELPHIA, PA","PHILADELPHIA, PA",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PORT HUENEME DIVISION,PORT HUENEME DIVISION,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PORTSMOUTH NAVAL SHIPYARD,PORTSMOUTH NAVAL SHIPYARD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PORTSMOUTH NAVAL SHIPYARD GF,PORTSMOUTH NAVAL SHIPYARD GF,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PR 0013 HQ DET    CPS LOG PLNG TM,PR 0013 HQ DET    CPS LOG PLNG TM,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PUBLIC WORKS DEPARTMENT GREAT LAKES,PUBLIC WORKS DEPARTMENT GREAT LAKES,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PUBLIC WORKS DEPARTMENT MARIANAS,PUBLIC WORKS DEPARTMENT MARIANAS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PUBLIC WORKS DEPARTMENT YOKOSUKA,PUBLIC WORKS DEPARTMENT YOKOSUKA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,PUGET SOUND NAVAL SHIPYARD IMF,PUGET SOUND NAVAL SHIPYARD IMF,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,RCO BAD KREUZNACH,RCO BAD KREUZNACH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,RCO BENELUX,RCO BENELUX,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,RCO GRAFENWOEHR,RCO GRAFENWOEHR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,RCO SECHENHEIM,RCO SECHENHEIM,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,RCO SECKENHEIM,RCO SECKENHEIM,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,RCO VICENZA,RCO VICENZA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,RCO WUERZBURG,RCO WUERZBURG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,RECEIVING OFFICER REGIONAL SUP OFC,RECEIVING OFFICER REGIONAL SUP OFC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,RECRUIT TRAINING COMMAND,RECRUIT TRAINING COMMAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,RIVERINE GROUP ONE,RIVERINE GROUP ONE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,ROCK ISLAND ARSENAL,ROCK ISLAND ARSENAL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SAN ANTONIO ALC/LDK,SAN ANTONIO ALC/LDK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"SAN DIEGO, CA","SAN DIEGO, CA",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SCHOOL OF MUSIC,SCHOOL OF MUSIC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SEABEE CAMP ROTA,SEABEE CAMP ROTA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SHORE INTERMEDIATE MAINTENANCE A,SHORE INTERMEDIATE MAINTENANCE A,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SIERRA ARMY DEPOT,SIERRA ARMY DEPOT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SINCUSNAVEURDETIBERLANT SUPCMP O,SINCUSNAVEURDETIBERLANT SUPCMP O,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/ADK,SMC/ADK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/GPS,SMC/GPS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/LRSW,SMC/LRSW,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/MCS,SMC/MCS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/MR,SMC/MR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PIK,SMC/PIK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PK,SMC/PK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PK/PKX,SMC/PK/PKX,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PK/PKX LOS ANGELES AFB,SMC/PK/PKX LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKA LOS ANGELES AFB,SMC/PKA LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKB,SMC/PKB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKD OPERATIONAL CONTRACTING,SMC/PKD OPERATIONAL CONTRACTING,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKG LOS ANGELES AFB,SMC/PKG LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKH LOS ANGELES AFB,SMC/PKH LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKJ LOS ANGELES AFB,SMC/PKJ LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKL,SMC/PKL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKL LOS ANGELES AFB,SMC/PKL LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKR LOS ANGELES AFB,SMC/PKR LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKS LOS ANGELES AFB,SMC/PKS LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKT,SMC/PKT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKU,SMC/PKU,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKU KIRTLAND AFB,SMC/PKU KIRTLAND AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKV LOS ANGELES AFB,SMC/PKV LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKV1,SMC/PKV1,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKW,SMC/PKW,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKW LOS ANGELES AFB,SMC/PKW LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKY,SMC/PKY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKZ DEFENSE SUPPORT SYSTEMS,SMC/PKZ DEFENSE SUPPORT SYSTEMS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/PKZ LOS ANGELES AFB,SMC/PKZ LOS ANGELES AFB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/SCNG,SMC/SCNG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SMC/TR,SMC/TR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"SOLDIER SYSTEMS CMD, ACQ. CENTER","SOLDIER SYSTEMS CMD, ACQ. CENTER",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SOLDIER SYSTEMS COMMAND,SOLDIER SYSTEMS COMMAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SOUTH CENTRAL REGIONAL MAINT CENTER,SOUTH CENTRAL REGIONAL MAINT CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SOUTHEAST REGIONAL MAINT CENTER,SOUTHEAST REGIONAL MAINT CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SOUTHWEST REGIONAL MAINT CENTER,SOUTHWEST REGIONAL MAINT CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SPACE & NAVAL WARFARE SYSTEMS,SPACE & NAVAL WARFARE SYSTEMS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SPACE AND NAVAL WARFARE SYSTEMS,SPACE AND NAVAL WARFARE SYSTEMS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SPAWAR INFO TECH CENTER (SITC),SPAWAR INFO TECH CENTER (SITC),37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SPAWAR SYSTEMS   CENTER ATLANTIC,SPAWAR SYSTEMS   CENTER ATLANTIC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SPAWAR SYSTEMS CENTER ATLANTIC,SPAWAR SYSTEMS CENTER ATLANTIC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SPAWARSYSCEN ATLANTIC V53,SPAWARSYSCEN ATLANTIC V53,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SPECIAL OPERATIONS COMMAND PACIFIC,SPECIAL OPERATIONS COMMAND PACIFIC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SPRMM1 DLA MECHANICSBURG,SPRMM1 DLA MECHANICSBURG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SRF AND JRMC YOKOSUKA,SRF AND JRMC YOKOSUKA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,SSG/PK,SSG/PK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,STRATEGIC COMMUNICATION WING ONE,STRATEGIC COMMUNICATION WING ONE,37,red,#AA4643,,,,default grey,#554449,
