CSISbudgetLineKey,AccountDSI,DefenseOrganization,BudgetActivity,BudgetSubActivity,LineItem,ProgramElement,CSISbudgetLineTitle,IsLineItemAlsoLineNumber,CSIScreateddate,CSISmodifiedDate,CSISmodifiedBy
PROC~3010F~AF~7~2~C13000,3010F,AF,7,2,C13000,NULL,C-130,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~C130JE,3010F,AF,7,2,C130JE,NULL,EC-130J,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~C13500,3010F,AF,7,2,C13500,NULL,C-135,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~DARP01,3010F,AF,7,2,DARP01,NULL,RC-135,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~E00400,3010F,AF,7,2,E00400,NULL,E-4,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~2~E011A0,3010F,AF,7,2,E011A0,NULL,E-11 BACN/HAG,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~F01500,3010F,AF,7,2,F01500,NULL,F-15,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~F0150P,3010F,AF,7,2,F0150P,NULL,F-15,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~F0160P,3010F,AF,7,2,F0160P,NULL,F-16,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~F02200,3010F,AF,7,2,F02200,NULL,F-22A,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~H0600P,3010F,AF,7,2,H0600P,NULL,HH-60 PPS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~JPATP0,3010F,AF,7,2,JPATP0,NULL,T-6,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~OTHACF,3010F,AF,7,2,OTHACF,NULL,OTHER AIRCRAFT,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~PRDTB1,3010F,AF,7,2,PRDTB1,NULL,MQ-9,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~RQ4DIS,3010F,AF,7,2,RQ4DIS,NULL,RQ-4 Post Production Charges,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~T00100,3010F,AF,7,2,T00100,NULL,T-1,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~T053A0,3010F,AF,7,2,T053A0,NULL,T-53A Trainer,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~V02200,3010F,AF,7,2,V02200,NULL,CV-22 Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~3~0,3010F,AF,7,3,0,NULL,INDUSTRIAL PREPAREDNESS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~3~000073,3010F,AF,7,3,000073,NULL,Industrial Responsiveness,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~3~73,3010F,AF,7,3,73,NULL,Industrial Responsiveness,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~3~999,3010F,AF,7,3,999,NULL,REPLEN SPARES/REPAIR PARTS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~3~C130J0,3010F,AF,7,3,C130J0,NULL,C-130J,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~4~0,3010F,AF,7,4,0,NULL,WAR CONSUMABLES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~4~000074,3010F,AF,7,4,000074,NULL,War Consumables,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~4~74,3010F,AF,7,4,74,NULL,War Consumables,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~4~999,3010F,AF,7,4,999,NULL,WAR CONSUMABLES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~5~0,3010F,AF,7,5,0,NULL,OTHER PRODUCTION CHARGES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~5~000075,3010F,AF,7,5,000075,NULL,Other Production Charges,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~5~0000751,3010F,AF,7,5,0000751,NULL,OTHER PRODUCTION CHARGES - MQ-1,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~5~103,3010F,AF,7,5,103,NULL,DARP,1,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~5~11SPEC,3010F,AF,7,5,11SPEC,NULL,Spectrum Relocation Fund,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~5~75,3010F,AF,7,5,75,NULL,Other Production Charges,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~5~751,3010F,AF,7,5,751,NULL,OTHER PRODUCTION CHARGES - MQ-1,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~5~999,3010F,AF,7,5,999,NULL,OTHER PRODUCTION CHARGES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~5~DEPMOD,3010F,AF,7,5,DEPMOD,NULL,DEPOT MODERNIZATION,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~5~OTHACF,3010F,AF,7,5,OTHACF,NULL,Other Aircraft,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~6~0,3010F,AF,7,6,0,NULL,CLASSIFIED PROGRAMS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~6~999,3010F,AF,7,6,999,NULL,REPLEN SPARES/REPAIR PARTS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~7~999,3010F,AF,7,7,999,NULL,COMMON ECM EQUIPMENT,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~9~0,3010F,AF,7,9,0,NULL,OTHER PRODUCTION CHARGES - SOF,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~9~000079,3010F,AF,7,9,000079,NULL,CANCELLED ACCT ADJUSTMENTS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~9~79,3010F,AF,7,9,79,NULL,CANCELLED ACCT ADJUSTMENTS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~9~999,3010F,AF,7,9,999,NULL,CANCELED ACCT ADJUSTMENTS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~99~0,3010F,AF,7,99,0,NULL,SUPPLY DEPOTS/OPERATIONS (NON-IF),NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~99~9999999999,3010F,AF,7,99,9999999999,NULL,Classified Programs,0,2020-06-09 11:28:03.180,2020-06-30 10:08:30.947,Automatically marked as NoFYDPexpected byGSanders@csis.org
PROC~3011F~AF~1~1~357010,3011F,AF,1,1,357010,NULL,SMALL ARMS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~11~351010,3011F,AF,1,11,351010,NULL,Rockets,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~11~351130,3011F,AF,1,11,351130,NULL,2.75 INCH ROCKET MOTOR,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~11~351230,3011F,AF,1,11,351230,NULL,"2.75 IN ROCKET, FLARE IR",NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~11~351990,3011F,AF,1,11,351990,NULL,"ITEMS LESS THAN $5,000,000",NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~11~353190,3011F,AF,1,11,353190,NULL,MASSIVE ORDNANCE PENETRATOR (MOP),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~12~352010,3011F,AF,1,12,352010,NULL,Cartridges,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~12~352050,3011F,AF,1,12,352050,NULL,5.56 MM,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~12~352120,3011F,AF,1,12,352120,NULL,30 MM TRAINING,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~12~352360,3011F,AF,1,12,352360,NULL,CARTRIDGE CHAFF RR-180,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~12~352370,3011F,AF,1,12,352370,NULL,CARTRIDGE CHAFF RR-188,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~12~352410,3011F,AF,1,12,352410,NULL,SIGNAL MK-4 MOD 3,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~12~352990,3011F,AF,1,12,352990,NULL,"ITEMS LESS THAN $5,000,000",NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353010,3011F,AF,1,13,353010,NULL,Practice Bombs,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~13~353020,3011F,AF,1,13,353020,NULL,General Purpose Bombs,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~13~353021,3011F,AF,1,13,353021,NULL,CAWCF CLOSURE COSTS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353050,3011F,AF,1,13,353050,NULL,MK-82 INERT/BDU-50,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353170,3011F,AF,1,13,353170,NULL,GBU-28 HARD TARGET PENETRATOR,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353180,3011F,AF,1,13,353180,NULL,GBU - 37,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353190,3011F,AF,1,13,353190,NULL,Massive Ordnance Penetrator (MOP),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~13~353340,3011F,AF,1,13,353340,NULL,GBU-15,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353410,3011F,AF,1,13,353410,NULL,BOMB PRACTICE 25 POUND,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353500,3011F,AF,1,13,353500,NULL,2000 LB HE BOMB MK-84,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353510,3011F,AF,1,13,353510,NULL,MK-84 BOMB-EMPTY,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353520,3011F,AF,1,13,353520,NULL,SENSOR FUZED WEAPON,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353620,3011F,AF,1,13,353620,NULL,Joint Direct Attack Munition,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~13~353630,3011F,AF,1,13,353630,NULL,WIND CORRECTED MUNITIONS DISPENSER,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~353990,3011F,AF,1,13,353990,NULL,"ITEMS LESS THAN $5,000,000",NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~13~354040,3011F,AF,1,13,354040,NULL,B61,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~15~11,3011F,AF,1,15,11,NULL,FLARES (OVERVIEW),1,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~15~355000,3011F,AF,1,15,355000,NULL,ASTE (INFRARED EXPENDABLE),NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~15~355020,3011F,AF,1,15,355020,NULL,"FLARE, IR MJU-7B",NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~15~355070,3011F,AF,1,15,355070,NULL,MJU-10B,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~15~355090,3011F,AF,1,15,355090,NULL,M-206 CARTRIDGE FLARE,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~15~355100,3011F,AF,1,15,355100,NULL,Cad/Pad,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~15~355170,3011F,AF,1,15,355170,NULL,LUU-19 FLARE,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~15~355450,3011F,AF,1,15,355450,NULL,Explosive Ordnance Disposal (EOD),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~15~355900,3011F,AF,1,15,355900,NULL,Spares and Repair Parts,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~15~35590A,3011F,AF,1,15,35590A,NULL,INITIAL SPARES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~15~35590K,3011F,AF,1,15,35590K,NULL,REPLENISHMENT SPARES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~15~355910,3011F,AF,1,15,355910,NULL,SPARES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~15~355970,3011F,AF,1,15,355970,NULL,Modifications,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~15~355990,3011F,AF,1,15,355990,NULL,"ITEMS LESS THAN $5,000,000",0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~15~356010,3011F,AF,1,15,356010,NULL,Flares,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~15~35UPAD,3011F,AF,1,15,35UPAD,NULL,Cancelled Account Adjustment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~16~356010,3011F,AF,1,16,356010,NULL,Flares,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~16~356120,3011F,AF,1,16,356120,NULL,Fuzes,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~1~16~356170,3011F,AF,1,16,356170,NULL,JOINT PROGRAMMABLE FUSE(JPF),NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~1~18~356120,3011F,AF,1,18,356120,NULL,Fuzes,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~2~1~357010,3011F,AF,2,1,357010,NULL,Small Arms,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~2~1~357120,3011F,AF,2,1,357120,NULL,M-16 A2 RIFLE,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~2~1~357130,3011F,AF,2,1,357130,NULL,9MM COMPACT PISTOL,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~2~1~357170,3011F,AF,2,1,357170,NULL,M-9 PISTOL,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~2~1~357990,3011F,AF,2,1,357990,NULL,ITEMS LESS THAN $5M,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3011F~AF~20~99~FY2011CR,3011F,AF,20,99,FY2011CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~20~99~FY2013CR,3011F,AF,20,99,FY2013CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~20~99~FY2017CR,3011F,AF,20,99,FY2017CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3011F~AF~20~99~FY2018CR,3011F,AF,20,99,FY2018CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~1~3~00099L,3020F,AF,1,3,00099L,NULL,Missile Replacement Eq-Ballistic,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~1~3~20ACMA,3020F,AF,1,3,20ACMA,NULL,ADVANCED CRUISE MISSILE,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~1~3~M30GLG,3020F,AF,1,3,M30GLG,NULL,MISSILE REPLACEMENT EQ-BALLIST,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~1~3~MMXMLG,3020F,AF,1,3,MMXMLG,NULL,PEACEKEEPER (M-X),NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~2~1~20ACMA,3020F,AF,2,1,20ACMA,NULL,ADVANCED CRUISE MISSILE,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~2~2~222000,3020F,AF,2,2,222000,NULL,Replac Equip & War Consumables,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~2~654515,3020F,AF,2,2,654515,NULL,JASSM,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~2~JAGM00,3020F,AF,2,2,JAGM00,NULL,Joint Air-To-Ground Munition,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~2~JASSM0,3020F,AF,2,2,JASSM0,NULL,Joint Air-Surface Standoff Missile,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~2~JSOW00,3020F,AF,2,2,JSOW00,NULL,JOINT STANDOFF WEAPON,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~2~2~LRASM0,3020F,AF,2,2,LRASM0,NULL,LRASM0,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~2~M09HAI,3020F,AF,2,2,M09HAI,NULL,Sidewinder (AIM-9X),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~2~M130AG,3020F,AF,2,2,M130AG,NULL,AGM-130 POWERED GBU-15,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~2~2~MAMRA0,3020F,AF,2,2,MAMRA0,NULL,AMRAAM,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~2~PRDTA2,3020F,AF,2,2,PRDTA2,NULL,PREDITOR HELLFIRE MISSILE,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~2~SDB000,3020F,AF,2,2,SDB000,NULL,Small Diameter Bomb,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~2~SDB002,3020F,AF,2,2,SDB002,NULL,SMALL DIAMETER BOMB II,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~3~MTRGDR,3020F,AF,2,3,MTRGDR,NULL,TARGET DRONES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~2~5~000042,3020F,AF,2,5,000042,NULL,Industr'l Preparedns/Pol Prevention,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~5~42,3020F,AF,2,5,42,NULL,Industr'l Preparedns/Pol Prevention,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~2~5~999,3020F,AF,2,5,999,NULL,REPLEN SPARES/REPAIR PARTS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~2~5~INDSUR,3020F,AF,2,5,INDSUR,NULL,INDUSTRIAL FACILITIES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~2~5~POLLUT,3020F,AF,2,5,POLLUT,NULL,POLLUTION PREVENTION ACTIVITY,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~2~6~00099N,3020F,AF,2,6,00099N,NULL,MISSILE REPLACEMENT EQ-OTHER,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3020F~AF~20~99~FY2011CR,3020F,AF,20,99,FY2011CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~20~99~FY2013CR,3020F,AF,20,99,FY2013CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~20~99~FY2017CR,3020F,AF,20,99,FY2017CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~20~99~FY2018CR,3020F,AF,20,99,FY2018CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3020F~AF~3~1~20ACMA,3020F,AF,3,1,20ACMA,NULL,Advanced Cruise Missile,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
