vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	1	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUW	CURACAO	1	CUW	Curaçao	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	1	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IMN	ISLE OF MAN	1	IMN	MAN,ISLE OF	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	1	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	1	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
idvagencyid	MaxOfNewFKparent_award_agency_name	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
W91DHR	HHD, 192D ORDNANCE BATTALION	1	0192 OD HHD    HHD ORDNANCE BN	0	Office.ContractingOfficeCode
W91DHY	277TH SUPPORT BATTALION CO HQ&SPT	1	0277 CS BN     HQ SPT CO ASB	0	Office.ContractingOfficeCode
W91DY2	0007 JA DET    TM A7 LEGAL SPT	1	NULL	0	Office.ContractingOfficeCode
W91EQ9	0003 HQ CPS    SENIOR COMM AUG	1	W6DK USA MSN SPT FT HOOD	0	Office.ContractingOfficeCode
W91ESJ	W0XY FT MCCOY RMO	1	FORT MCCOY RESOURCE MANAGEMENT OFFI	0	Office.ContractingOfficeCode
W91EUN	W6DV PEO M&S REDSTONE	1	W6DV PEO MS REDSTONE	0	Office.ContractingOfficeCode
W91F46	W6L7 FT GREELY	1	W6JS USAG FT GREELY	0	Office.ContractingOfficeCode
W91FAZ	W8ZX SC ARNG MED DET	1	SOUTH CAROLINA MEDICAL DETACHMENT	0	Office.ContractingOfficeCode
W91FFJ	W8AH DCARNG ELEMENT, JF HQ	1	0372 MP HHD    BN	0	Office.ContractingOfficeCode
W91FMM	W91U VERMONT REC&RET	1	NULL	0	Office.ContractingOfficeCode
W91FSW	W6DH HQS, JRTC AND FT POLK	1	XR W6DH HQS, JRTC AND FT POLK	0	Office.ContractingOfficeCode
W91FV1	344TH ENGINEER COMPANY	1	0344 EN CO     CO T1 HQ SAPPER	0	Office.ContractingOfficeCode
W91FVA	U S ARMY DEPOT LETTERKENNY	1	W0L6 USA DEP LETTERKENY	0	Office.ContractingOfficeCode
W91G1N	ARNG STAFF ELEMT, JOINT FORCE HEADQ	1	W8AG MSARNG ELEMENT, JF HQ	0	Office.ContractingOfficeCode
W91GVY	U.S. ARMY SOLDIER SYSTEMS CENTER	1	W038 USAG SOLDIER SYSTEMS CTR	0	Office.ContractingOfficeCode
W91GYN	W6GY TAAB CMD OPS (PARA 102)	1	W6GY AA0G CMD OPS (PARA 102)	0	Office.ContractingOfficeCode
W91H2T	HHC, 155TH ARMORED BRIGADE COMBAT T	1	0155 AR HHC    HBCT	0	Office.ContractingOfficeCode
W91HDU	W90P IDAHO REC&RET	1	XUS 0145 CS BN     HHC, BDE SPT BN	0	Office.ContractingOfficeCode
W91HGR	12TH AVIATION BATTALION	1	W0Y4 12TH AVIATION BN	0	Office.ContractingOfficeCode
W91HM7	W90Z MICHIGAN REC&RET	1	1775 MP CO     CBT SPT	0	Office.ContractingOfficeCode
W91HUD	UNITED STATES ARMY GARRISON, FORT S	1	W6DM MISSION SUPPORT ACT 10	0	Office.ContractingOfficeCode
W91J5M	HHC, 3D INFANTRY GROUP	1	0003 IN GRP    HEADQUARTERS IN	0	Office.ContractingOfficeCode
W91J5N	0003 IN BN  01 HHC HHC INF BN	1	PR 0003 IN BN  01 HHC	0	Office.ContractingOfficeCode
W91JC8	HHC, 33D INFANTRY BRIGADE COMBAT TE	1	0130 IN BN  02 CO B ASSLT	0	Office.ContractingOfficeCode
W91JLG	348TH COMBAT SUPPORT HOSPITAL EARLY	1	0048 MD HSP    EARLY ENTRY ELE	0	Office.ContractingOfficeCode
W91JUD	SR 0101 AV BN  08 A CO	1	NULL	0	Office.ContractingOfficeCode
W91K3T	USA PROGRAM EXECUTIVE OFFICE, AVIAT	1	W6DQ 01 PEO AVN	0	Office.ContractingOfficeCode
W91K8Y	W6UX US ARMY CYBER COMMAND	1	UNITED STATES ARMY CYBER COMMAND	0	Office.ContractingOfficeCode
W91KCB	USA PROGRAM EXECUTIVE OFFICE, AVIAT	1	W6DQ 01 PEO AVN	0	Office.ContractingOfficeCode
W91KPE	0094 AD CMD    ARMY AIR&MSL	2	0094 AD CMD    ARMY AIR  MSL	0	Office.ContractingOfficeCode
W91KXM	W6NE FCOE NCOA (CONT) LOG	1	W6NE STRATCOM (LOG)	0	Office.ContractingOfficeCode
W91L89	W08S RHC PACIFIC HQ STAFF ELE	1	W08S PACIFIC HQ STAFF ELEMENT	1	Office.ContractingOfficeCode
W91L9U	W096 USA ELM HQ USSOUTHCOM	1	W096 USA ELE HQ	0	Office.ContractingOfficeCode
W91LE5	HQ, US ARMY ALASKA	1	W0AK USA ALASKA	0	Office.ContractingOfficeCode
W91LMX	0001 AR HQ     SENIOR COMM AUG	1	W6DG G8 RESOURCE MANAGEMENT	0	Office.ContractingOfficeCode
W91LSJ	W8AN NEARNG ELEMENT, JF HQ	1	0067 SB HQ     BFSB	0	Office.ContractingOfficeCode
W91LX0	0094 AD CMD    ARMY AIR&MSL	2	0094 AD CMD    ARMY AIR  MSL	0	Office.ContractingOfficeCode
W91M1Y	USA PEO, ENTERPRISE INFORMATION SYS	1	W6DY PEO EIS	0	Office.ContractingOfficeCode
W91M4E	U.S. ARMY REGIONAL HEALTH COMMAND,	1	W07T USA REG HLTH CMD ATLANTIC	0	Office.ContractingOfficeCode
W91M4G	U.S. ARMY REGIONAL HEALTH COMMAND,	1	W08S PACIFIC MED CMD	0	Office.ContractingOfficeCode
W91M78	W3VY USA MEDCOM	1	SR W3VY USA MEDCOM	0	Office.ContractingOfficeCode
W91M7P	W6DQ PEO AVN HUNTSVILLE	1	W6DQ 01 PEO AVN	0	Office.ContractingOfficeCode
W91M7Z	HHC, 110TH CHEMICAL BATTALION	1	0110 CM HHC    HHC CBRN BN	0	Office.ContractingOfficeCode
W91MG6	0406 AQ HHC    HQS ARMY FIELD	1	0406 AQ HQ     FIELD SPT BDE	0	Office.ContractingOfficeCode
W91MJ1	W90E CALIFORNIA REC&RET	1	W90E CALIFORNIA REC & RET	0	Office.ContractingOfficeCode
W91N5S	US ARMY OTC FIRE SUPPORT TEST DIREC	1	US ARMY OTC FIRES SUPPORT TEST DIRE	0	Office.ContractingOfficeCode
W91P6L	W6DV PEO M&S REDSTONE	1	W6DV REDSTONE	0	Office.ContractingOfficeCode
W91PH2	W4P0 ASA (IE&E)	1	W4P0 ASA (IE E)	0	Office.ContractingOfficeCode
W91Q4V	ARNG STAFF ELEMENT, JOINT FORCE HQ-	1	0102 IN BN  01 CO C	0	Office.ContractingOfficeCode
W91QDJ	HHC, 77TH AVIATION BRIGADE	1	XRQ0077 AV HHC    HHC CORPS AVN B	0	Office.ContractingOfficeCode
W91QWA	0209 CS BN     CO ASB HVY ASB	1	0209 CS BN     CO ASB LT ASB	0	Office.ContractingOfficeCode
W91QX7	W6DP PEO IEW&S FT BELVOIR	1	W6DP PEO IEW&S REDSTONE	0	Office.ContractingOfficeCode
W91QZB	0103 CS HHC    HHC EXPEDITIONA	1	0103 CS HHC    HHC AA REAR DET	1	Office.ContractingOfficeCode
W91RLB	HHC, 126TH CHEMICAL BATTALION	1	1167 CS CO     1167TH SPT CO	0	Office.ContractingOfficeCode
W91RNK	HHC, 71ST INFORMATION OPERATIONS GR	1	0071 IO HQ     TIOG	0	Office.ContractingOfficeCode
W91RUG	0411 EN BN     HHC HHC ENGR BN	1	0411 EN BN     HHC ENGR	0	Office.ContractingOfficeCode
W91SCE	W91G PUERTO RICO REC&RET	2	0755 MP CO     CBT SPT	0	Office.ContractingOfficeCode
W91SCG	755TH MILITARY POLICE COMPANY	1	0755 MP CO     CBT SPT	0	Office.ContractingOfficeCode
W91TBH	0000 HQ HQ     HSC ARNORTH	1	0000 HQ HQ     HSC HSC ARNORTH	0	Office.ContractingOfficeCode
W91TDJ	W904 NEBRASKA REC&RET	1	1057 TC CO     LT MDM TRK	0	Office.ContractingOfficeCode
W91UM7	623D ENGINEER COMPANY	1	0623 EN CO     VERTICAL CONST	0	Office.ContractingOfficeCode
W91UV9	0039 SF DET    US ARMY SF DET	1	0039 SF DET    38TH SPEC FORCE	0	Office.ContractingOfficeCode
W91V8Q	SDARNG ARMY AVIATION SUPPORT FACILI	1	XUS 0740 TC CO     MDM TRK	0	Office.ContractingOfficeCode
W91VAS	229TH ENGINEER COMPANY	1	XUQ 0229 EN CO     HORIZONTAL CONS	0	Office.ContractingOfficeCode
W91VD2	W8GL HQ 209TH REGT (RTI)	1	0402 MP HHC    MP BN I-R	0	Office.ContractingOfficeCode
W91VRY	947TH ENGINEER COMPANY	1	0928 MD CO     AREA SPT	0	Office.ContractingOfficeCode
W91VT9	W6DV PEO M&S REDSTONE	1	W6DV PEO MS REDSTONE	0	Office.ContractingOfficeCode
W91VUW	W6ZJ USA REF	1	W1YY US ARMY RAPID EQUIPPING	0	Office.ContractingOfficeCode
W91W39	1457TH ENGINEER BATTALION	1	XUS1457 EN BN     COMBAT CORPS	0	Office.ContractingOfficeCode
W91WFD	XR W7V7 1079 USAR GARRISON	1	NULL	0	Office.ContractingOfficeCode
W91WFU	ECC PARC EUROPE CONTRACTING OFF STU	1	0409 AQ HQ	0	Office.ContractingOfficeCode
W91X5A	220TH MILITARY POLICE CO	1	3650 OD CO     MAINT NONDIV DS	0	Office.ContractingOfficeCode
W91XEH	1ST BATTALION, 147TH FIELD ARTILLER	1	0730 MD CO     AREA SPT	0	Office.ContractingOfficeCode
W91XEL	0147 CS CO     FORWARD SUPPORT	1	0730 MD CO     AREA SPT	0	Office.ContractingOfficeCode
W91XPW	188TH SUPPORT COMPANY	1	3650 OD CO     MAINT NONDIV DS	0	Office.ContractingOfficeCode
W91XRV	HHC, AREA SUPPORT GROUP, KUWAIT	1	W47T AREA SPT GRP KUWAIT	0	Office.ContractingOfficeCode
W91XVL	W902 MISSOURI REC&RET	1	W902 MISSOURI REC  RET	0	Office.ContractingOfficeCode
W91XW1	311TH SUPPORT BATTALION	1	XUS 2175 MP CO     CBT SPT	0	Office.ContractingOfficeCode
W91YMP	W6CK USAG YUMA	1	PR W6CK USAG YUMA	0	Office.ContractingOfficeCode
W91YQ6	W4HU TC DET EASTERN MED-GR	1	W4HU GREECE DETACHMENT	0	Office.ContractingOfficeCode
W91YQ8	950TH US ARMY TRANSPORTATION COMPAN	1	W4B8 950TH US ARMY TRANS CO	0	Office.ContractingOfficeCode
W91YQB	598TH US ARMY TRANSPORTATION SURFAC	1	W289 598TH USA TRANS TML GP	0	Office.ContractingOfficeCode
W91YTV	W40M FT GORDON CELL RHCO-A	1	W40M FT GORDON CELL REGIONAL HEALTH	1	Office.ContractingOfficeCode
W91YTZ	W40M RHCO ATLANTIC	1	W40M RHCO-ATLANTIC USAHCA	1	Office.ContractingOfficeCode
W91ZA3	W6DV PEO M&S REDSTONE	1	W6DV PEO MS REDSTONE	0	Office.ContractingOfficeCode
W91ZHA	1106TH AVIATION GROUP	1	XR 0082 AB BDE 02 HHC    ABN DIV	0	Office.ContractingOfficeCode
W91ZKV	HQ, NATIONAL TRAINING CENTER AND FO	1	W6DJ USA MSN SPT FT IRWIN	0	Office.ContractingOfficeCode
W91ZMX	W2UG TF 10	1	NULL	0	Office.ContractingOfficeCode
W91ZSQ	W03J HQ CO USA MED DEV MAT CM	1	W03J HQ CO USA MED RES MAT CM	0	Office.ContractingOfficeCode
WC1JH5	W6XT USALRCTR FT WAINWRI	1	W6L7 USAG FT WAINWR	0	Office.ContractingOfficeCode
WC1JUG	U S ARMY MEDICAL DEPARTMENT ACTIVIT	1	W0EE MEDICAL SUP ACCT BASSETT	0	Office.ContractingOfficeCode
WC1JUJ	UNITED STATES ARMY GARRISON, ALASKA	1	W6L7 USAG FT WAINWR	0	Office.ContractingOfficeCode
WC1JXL	UNITED STATES ARMY GARRISON, ALASKA	1	W6L7 USAG FT WAINWR	0	Office.ContractingOfficeCode
WC1JYJ	0059 SC HHD    AUG (STRAT)	1	0059 SC BN     AUG (STRAT)	0	Office.ContractingOfficeCode
WC1SH5	UNITED STATES ARMY GARRISON, ALASKA	1	W6L7 USAG FT WAINWR	0	Office.ContractingOfficeCode
WC1SZW	UNITED STATES ARMY GARRISON, ALASKA	1	W6L7 USAG FT WAINWR	0	Office.ContractingOfficeCode
WC1XR7	UNITED STATES ARMY GARRISON, ALASKA	1	W6L7 USAG FT WAINWR	0	Office.ContractingOfficeCode
WF3QDW	W3QM ARMY HLTH CLN FT BUCHANAN	2	W3QM USA HLTH CLN FT BUCHANAN	0	Office.ContractingOfficeCode
WK0NWJ	W4HU TC DET EASTERN MED-GR	1	W4HU GREECE DETACHMENT	0	Office.ContractingOfficeCode
WK3FQH	838TH US ARMY TRANSPORTATION BATTAL	1	W4B9 838TH US ARMY TRANS BN	0	Office.ContractingOfficeCode
WK3JML	W1NB HHC USANATO BDE SEMBACH	1	W1NB USANATO BDE	0	Office.ContractingOfficeCode
WK4B9S	0007 HQ HQ     USAREUR-AF AUG	1	0007 HQ HQ     USAREUR AUG	1	Office.ContractingOfficeCode
WK4F42	950TH US ARMY TRANSPORTATION COMPAN	1	W4B8 950TH US ARMY TRANS CO	0	Office.ContractingOfficeCode
WK4F5E	US ARMY MEDICAL MATERIEL CENTER, EU	1	W0CC USA MED MAT CTR EUR	1	Office.ContractingOfficeCode
WK4FGT	0069 AD BDE    ADA BDE HQS (TH	1	0069 AD BDE    BDEAA REAR DET	0	Office.ContractingOfficeCode
WK4FSF	W6FM USAG BAVARIA	1	W6FM USAG GRAFENWOEHR	0	Office.ContractingOfficeCode
WK4MU6	W6XU USALRCTR USALGA EUR	1	W466 USA JOINT MAT MAINT CTR	0	Office.ContractingOfficeCode
WK4R4E	W6FM SITE GARM	1	W6LG USAG GARMISCH	0	Office.ContractingOfficeCode
WK4T85	0010 SF BN  01 SF BN	1	1ST SF BN, 10TH SPECIAL FORCES GROU	0	Office.ContractingOfficeCode
WK4TNE	W1EK HQ 7 ARMY TRAINING CMD	1	W1EK HHC 7TH USA TNG COM	0	Office.ContractingOfficeCode
WK4US1	W6E6 SITE BHR	1	W6FA USAG BAUMHOLDER	0	Office.ContractingOfficeCode
WK4UT1	HQ&STB, 21ST SUSTAINMENT COMMAND	1	HQ  STB, 21ST SUSTAINMENT COMMAND	0	Office.ContractingOfficeCode
WK4UZM	W4CU TRAINING SPT ACT EUR	2	W4CU SPT CO 7TH ARMY CATC	0	Office.ContractingOfficeCode
WK4X48	HHB, 17TH FIELD ARTILLERY BRIGADE	1	0017 FA HHB    HHB FIELD ARTIL	1	Office.ContractingOfficeCode
WK9E20	W6E7 SITE LIVORNO	1	W6LF USAG USA GARRISON LIVORNO	0	Office.ContractingOfficeCode
WK9GHH	W1HH ARMY HEALTH CLN VICENZA	2	W1HH ARMY HEALTH CLINIC VICENZA	0	Office.ContractingOfficeCode
WK9GHJ	W6E7 USAG ITALY	1	W6E7 USAG VICENZA	0	Office.ContractingOfficeCode
WK9WYM	839TH US ARMY TRANSPORTATION BATTAL	1	W4HU 839TH US ARMY TRANS BN	0	Office.ContractingOfficeCode
WT0J3Y	W03K USA MED DIRECTORAT AFRIMS	1	W2DR WRAIR SP FGN ACTV	0	Office.ContractingOfficeCode
WT4G3S	3D MILITARY INTELLIGENCE BATTALION	1	0003 MI BN     MILITARY INTELL	0	Office.ContractingOfficeCode
WT4KCL	US ARMY ENGINEER DISTRICT FAREAST	1	W2SN ENDIST FAR EAST	0	Office.ContractingOfficeCode
WT4KE3	UNITED STATES ARMY MATERIEL SUPPORT	1	W0C3 USA ARMY MAT SPT CMD KORE	0	Office.ContractingOfficeCode
WT5F6D	W0AT HQ US ARMY JAPAN	1	HEADQUARTERS, UNITED STATES ARMY JA	0	Office.ContractingOfficeCode
WT5JY4	296TH ARMY BAND	1	PR 0296 AG BND    ARMY	0	Office.ContractingOfficeCode
WT6KHU	W6CY USAG JAPAN-OKINAWA	1	W6CY OKINAWA USAG-J	0	Office.ContractingOfficeCode
WX3JN3	W3RB DIR PUBLIC WORKS	1	W3RB DIRECTORATE PUBLIC WORKS	0	Office.ContractingOfficeCode
WX3JN7	TRIPLER ARMY MEDICAL CENTER	1	W07C TAMC MEDICAL SUPPLY ACCT	0	Office.ContractingOfficeCode
WX3JN8	TRIPLER ARMY MEDICAL CENTER	1	W07C TRIPLER ARMY MED CTR	0	Office.ContractingOfficeCode
WX3JNX	W3RB DFE DIV FURN MGT	1	W3RB DFE DIV FURN MGT OMA	0	Office.ContractingOfficeCode
Warning: Null value is eliminated by an aggregate or other SET operation.



vendordoingasbusinessname	PrimaryKeyTable
ACUE	Vendor.VendorName
DIE MÃ–BEL FUNDGRUBE	Vendor.VendorName
EDM INTELLIGENT SOLUTIONS	Vendor.VendorName
ESTABELECIMENTO UNIFICADO	Vendor.VendorName
FLUTEWORKS SEATTLE	Vendor.VendorName
KÃ„SEMANN GASTRONOMIE & CONSULTING	Vendor.VendorName
KINDRED TRANSITIONAL CARE AND REHABILITATION CENTER- GREENWOOD	Vendor.VendorName
MODULARITY SPACE	Vendor.VendorName
NASSAU DOOR	Vendor.VendorName
OPTOKNOWLEDGE	Vendor.VendorName
ORASURE	Vendor.VendorName
PREDASAR	Vendor.VendorName
REGENCY AT WESTLAND	Vendor.VendorName
SOCOMORE	Vendor.VendorName
SUPPLY CHAIN	Vendor.VendorName



placeofperformancecountrycode	MaxOfNewFKprimary_place_of_performance_country_name	unmatched_name_count	PKCountry3LetterCodeText	any_name_match	PrimaryKeyTable
ABW	ARUBA	1	ARUBA [NETHERLANDS]	0	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	1	BAHAMAS,THE	0	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	COTE DIVOIRE	0	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CAPE VERDE	0	FPDSTypeTable.Country3LetterCode
CUW	CURACAO	1	Curaçao	0	FPDSTypeTable.Country3LetterCode
FRO	FAROE ISLANDS	1	FAROE ISLANDS [DENMARK]	0	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	1	GAMBIA,THE	0	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GREENLAND [DENMARK]	0	FPDSTypeTable.Country3LetterCode
IOT	BRITISH INDIAN OCEAN TERRITORY	1	BRITISH INDIAN OCEAN TERRITORY [UNITED KINGDOM]	0	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	1	SOUTH KOREA	0	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	BURMA (MYANMAR)	0	FPDSTypeTable.Country3LetterCode
PRK	KOREA, NORTH	1	NORTH KOREA	0	FPDSTypeTable.Country3LetterCode
SHN	SAINT HELENA, ASCENSION, AND TRISTAN DA CUNHA	1	SAINT HELENA [UNITED KINGDOM]	0	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.Country3LetterCode
SXM	SINT MAARTEN	1	Sint Maarten (Dutch part)	0	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	1	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
pop_state_code	MaxOfNewFKprimary_place_of_performance_state_name	unmatched_name_count	PKstatecodeText	any_name_match	PrimaryKeyTable
FM	MICRONESIA	1	FEDERATED STATES OF MICRONESIA	1	FPDSTypeTable.statecode
Warning: Null value is eliminated by an aggregate or other SET operation.



award_type_code	MaxOfNewFKaward_type_name	unmatched_name_count	PKaward_type_name	any_name_match	PrimaryKeyTable
Warning: Null value is eliminated by an aggregate or other SET operation.



idv_type_code	MaxOfNewFKidv_type_name	unmatched_name_count	PKidv_type_name	any_name_match	PrimaryKeyTable
Warning: Null value is eliminated by an aggregate or other SET operation.



typeofcontractpricing	MaxOfNewFKtype_of_contract_pricing_name	unmatched_name_count	PKTypeOfContractPricingText	any_name_match	PrimaryKeyTable
1	ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER)	1	Order Dependent (IDV only)	0	FPDSTypeTable.typeofcontractpricing
2	COMBINATION (APPLIES TO AWARDS WHERE TWO OR MORE OF THE ABOVE APPLY)	1	Combination (two or more)	0	FPDSTypeTable.typeofcontractpricing
3	OTHER (APPLIES TO AWARDS WHERE NONE OF THE ABOVE APPLY)	1	Other (none of the above)	0	FPDSTypeTable.typeofcontractpricing
V	COST PLUS INCENTIVE FEE	1	Cost Plus Incentive	0	FPDSTypeTable.typeofcontractpricing
Warning: Null value is eliminated by an aggregate or other SET operation.



reasonformodification	MaxOfNewFKaction_type_name	unmatched_name_count	PKreasonformodificationText	any_name_match	PrimaryKeyTable
A	ADDITIONAL WORK (NEW AGREEMENT, JUSTIFICATION REQUIRED)	1	ADDITIONAL WORK (NEW AGREEMENT,FAR PART 6 APPLIES)	0	FPDSTypeTable.reasonformodification
V	UNIQUE ENTITY ID OR LEGAL BUSINESS NAME CHANGE - NON-NOVATION	1	VENDOR DUNS CHANGE	0	FPDSTypeTable.reasonformodification
W	ENTITY ADDRESS CHANGE	1	VENDOR ADDRESS CHANGE	1	FPDSTypeTable.reasonformodification
Y	ADD SUBCONTRACTING PLAN	1	Add Subcontract Plan	0	FPDSTypeTable.reasonformodification
Warning: Null value is eliminated by an aggregate or other SET operation.



productorservicecode	MaxOfNewFKproduct_or_service_code_description	unmatched_name_count	PKProductOrServiceCodeText	any_name_match	PrimaryKeyTable
1005	GUNS, THROUGH 30MM	1	GUNS, THROUGH 30 MM	0	FPDSTypeTable.ProductOrServiceCode
1010	GUNS, OVER 30MM UP TO 75MM	1	GUNS, OVER 30 MM UP TO 75 MM	0	FPDSTypeTable.ProductOrServiceCode
1015	GUNS, 75MM THROUGH 125MM	1	GUNS, 75 MM THROUGH 125 MM	0	FPDSTypeTable.ProductOrServiceCode
1020	GUNS, OVER 125MM THROUGH 150MM	1	GUNS OVER 125 MM THROUGH 150 MM	0	FPDSTypeTable.ProductOrServiceCode
1025	GUNS, OVER 150MM THROUGH 200MM	1	GUNS OVER 150 MM THROUGH 200 MM	0	FPDSTypeTable.ProductOrServiceCode
1030	GUNS, OVER 200MM THROUGH 300MM	1	GUNS OVER 200 MM THROUGH 300 MM	0	FPDSTypeTable.ProductOrServiceCode
1035	GUNS, OVER 300MM	1	GUNS, OVER 300 MM	0	FPDSTypeTable.ProductOrServiceCode
1075	DEGAUSSING AND MINE SWEEPING EQUIPMENT	1	DEGAUSSING & MINE SWEEPING EQUIPMEN	0	FPDSTypeTable.ProductOrServiceCode
1115	NUCLEAR WARHEADS AND WARHEAD SECTIONS	1	NUCLEAR WARHEADS & WARHEAD SECTIONS	0	FPDSTypeTable.ProductOrServiceCode
1135	FUZING AND FIRING DEVICES, NUCLEAR ORDNANCE	1	FUZING & FIRING DEVICES, NUCLEAR OR	0	FPDSTypeTable.ProductOrServiceCode
1145	EXPLOSIVE AND PYROTECHNIC COMPONENTS, NUCLEAR ORDNANCE	1	EXPLOSIVE & PYROTECHNIC COMPS, NUCL	0	FPDSTypeTable.ProductOrServiceCode
1190	SPECIALIZED TEST AND HANDLING EQUIPMENT, NUCLEAR ORDNANCE	1	SPEC TEST & HANDLING EQ, NUCLEAR EQ	0	FPDSTypeTable.ProductOrServiceCode
1220	FIRE CONTROL COMPUTING SIGHTS AND DEVICES	1	FIRE CONT COMPUTING SIGHTS & DEVICE	0	FPDSTypeTable.ProductOrServiceCode
1240	OPTICAL SIGHTING AND RANGING EQUIPMENT	1	OPTICAL SIGHTING & RANGING EQUIPMEN	0	FPDSTypeTable.ProductOrServiceCode
1260	FIRE CONTROL DESIGNATING AND INDICATING EQUIPMENT	1	FIRE CONT DESIGNATING-INDICATING EQ	0	FPDSTypeTable.ProductOrServiceCode
1265	FIRE CONTROL TRANSMITTING AND RECEIVING EQUIPMENT, EXCEPT AIRBORNE	1	FIRE CONT EQ EXCEPT AIRBORNE	0	FPDSTypeTable.ProductOrServiceCode
1270	AIRCRAFT GUNNERY FIRE CONTROL COMPONENTS	1	AIRCRAFT GUNNERY FIRE CONT COMPS	0	FPDSTypeTable.ProductOrServiceCode
1280	AIRCRAFT BOMBING FIRE CONTROL COMPONENTS	1	AIRCRAFT BOMBING FIRE CONT COMPS	0	FPDSTypeTable.ProductOrServiceCode
1285	FIRE CONTROL RADAR EQUIPMENT, EXCEPT AIRBORNE	1	FIRE CONT RADAR EQ EXCEPT AIRBORNE	0	FPDSTypeTable.ProductOrServiceCode
